review_id,employee_id,review_date,reviewer_id,performance_score,goals_met_pct,rating_label
2435,1249,2019-06-30,1007,4.0,89.9,Exceeds Expectations
2436,1249,2019-12-31,1007,2.5,70.6,Meets Expectations
2437,1249,2020-06-30,1007,2.6,71.5,Meets Expectations
2438,1249,2020-12-31,1007,3.7,83.0,Exceeds Expectations
2439,1249,2021-06-30,1007,2.6,100.0,Meets Expectations
2440,1249,2021-12-31,1007,3.8,86.3,Exceeds Expectations
2441,1249,2022-06-30,1007,5.0,87.4,Exceptional
2442,1249,2022-12-31,1007,3.2,84.3,Meets Expectations
2443,1249,2023-06-30,1007,3.4,85.4,Meets Expectations
2444,1249,2023-12-31,1007,2.1,67.6,Below Expectations
2445,1249,2024-06-30,1007,3.3,85.4,Meets Expectations
2446,1249,2024-12-31,1007,4.5,79.5,Exceptional
2447,1250,2019-12-31,1017,3.8,90.9,Exceeds Expectations
2448,1250,2020-06-30,1017,4.1,87.0,Exceeds Expectations
2449,1250,2020-12-31,1017,2.9,76.1,Meets Expectations
2450,1250,2021-06-30,1017,2.9,73.3,Meets Expectations
2451,1250,2021-12-31,1017,3.5,74.6,Exceeds Expectations
2452,1250,2022-06-30,1017,3.1,75.1,Meets Expectations
2453,1250,2022-12-31,1017,4.3,84.1,Exceeds Expectations
2454,1250,2023-06-30,1017,3.1,82.5,Meets Expectations
2455,1250,2023-12-31,1017,3.1,93.7,Meets Expectations
2456,1250,2024-06-30,1017,3.8,73.7,Exceeds Expectations
2457,1250,2024-12-31,1017,4.0,78.1,Exceeds Expectations
2458,1251,2020-06-30,1002,2.6,72.5,Meets Expectations
2459,1251,2020-12-31,1002,3.7,90.4,Exceeds Expectations
2460,1251,2021-06-30,1002,2.8,89.7,Meets Expectations
2461,1251,2021-12-31,1002,3.0,83.5,Meets Expectations
2462,1251,2022-06-30,1002,3.4,78.6,Meets Expectations
2463,1251,2022-12-31,1002,2.7,100.0,Meets Expectations
2464,1251,2023-06-30,1002,3.5,100.0,Exceeds Expectations
2465,1251,2023-12-31,1002,3.5,74.4,Exceeds Expectations
2466,1251,2024-06-30,1002,5.0,93.5,Exceptional
2467,1251,2024-12-31,1002,3.4,97.1,Meets Expectations
2468,1252,2023-06-30,1027,4.5,100.0,Exceptional
2469,1252,2023-12-31,1027,3.4,92.8,Meets Expectations
2470,1252,2024-06-30,1027,3.0,100.0,Meets Expectations
2471,1252,2024-12-31,1027,4.4,64.8,Exceeds Expectations
2472,1253,2018-06-30,1044,4.4,98.0,Exceeds Expectations
2473,1253,2018-12-31,1044,4.4,76.0,Exceeds Expectations
2474,1253,2019-06-30,1044,4.0,76.4,Exceeds Expectations
2475,1253,2019-12-31,1044,4.1,82.5,Exceeds Expectations
2476,1254,2021-06-30,1024,4.1,75.5,Exceeds Expectations
2477,1254,2021-12-31,1024,3.9,76.3,Exceeds Expectations
2478,1254,2022-06-30,1024,2.1,83.5,Below Expectations
2479,1254,2022-12-31,1024,4.8,75.0,Exceptional
2480,1254,2023-06-30,1024,4.2,80.2,Exceeds Expectations
2481,1254,2023-12-31,1024,2.5,90.5,Meets Expectations
2482,1254,2024-06-30,1024,3.7,83.7,Exceeds Expectations
2483,1254,2024-12-31,1024,2.4,98.4,Below Expectations
2484,1255,2015-06-30,1007,2.5,91.6,Meets Expectations
2485,1255,2015-12-31,1007,4.0,83.7,Exceeds Expectations
2486,1255,2016-06-30,1007,4.0,92.1,Exceeds Expectations
2487,1255,2016-12-31,1007,3.5,100.0,Exceeds Expectations
2488,1255,2017-06-30,1007,2.0,79.0,Below Expectations
2489,1255,2017-12-31,1007,3.6,98.3,Exceeds Expectations
2490,1255,2018-06-30,1007,3.8,88.1,Exceeds Expectations
2491,1255,2018-12-31,1007,2.1,73.8,Below Expectations
2492,1255,2019-06-30,1007,4.3,97.5,Exceeds Expectations
2493,1255,2019-12-31,1007,2.8,99.0,Meets Expectations
2494,1255,2020-06-30,1007,3.0,84.1,Meets Expectations
2495,1255,2020-12-31,1007,5.0,63.9,Exceptional
2496,1255,2021-06-30,1007,4.1,83.9,Exceeds Expectations
2497,1255,2021-12-31,1007,4.2,86.2,Exceeds Expectations
2498,1255,2022-06-30,1007,3.2,98.3,Meets Expectations
2499,1255,2022-12-31,1007,2.8,78.7,Meets Expectations
2500,1255,2023-06-30,1007,4.2,91.0,Exceeds Expectations
2501,1255,2023-12-31,1007,2.7,88.9,Meets Expectations
2502,1255,2024-06-30,1007,1.6,68.2,Below Expectations
2503,1255,2024-12-31,1007,4.6,69.8,Exceptional
2504,1256,2015-12-31,1001,3.5,88.0,Exceeds Expectations
2505,1256,2016-06-30,1001,4.6,81.2,Exceptional
2506,1256,2016-12-31,1001,4.4,80.6,Exceeds Expectations
2507,1256,2017-06-30,1001,3.8,82.8,Exceeds Expectations
2508,1256,2017-12-31,1001,5.0,76.0,Exceptional
2509,1256,2018-06-30,1001,3.5,79.1,Exceeds Expectations
2510,1256,2018-12-31,1001,2.4,100.0,Below Expectations
2511,1256,2019-06-30,1001,5.0,82.8,Exceptional
2512,1256,2019-12-31,1001,3.7,92.5,Exceeds Expectations
2513,1256,2020-06-30,1001,4.6,88.5,Exceptional
2514,1256,2020-12-31,1001,2.6,88.7,Meets Expectations
2515,1256,2021-06-30,1001,2.3,75.3,Below Expectations
2516,1256,2021-12-31,1001,3.8,90.8,Exceeds Expectations
2517,1256,2022-06-30,1001,3.3,77.7,Meets Expectations
2518,1256,2022-12-31,1001,3.5,73.4,Exceeds Expectations
2519,1256,2023-06-30,1001,4.3,85.6,Exceeds Expectations
2520,1256,2023-12-31,1001,3.4,84.5,Meets Expectations
2521,1256,2024-06-30,1001,4.5,65.8,Exceptional
2522,1256,2024-12-31,1001,3.6,77.3,Exceeds Expectations
2523,1257,2022-06-30,1019,3.3,82.0,Meets Expectations
2524,1257,2022-12-31,1019,3.6,84.1,Exceeds Expectations
2525,1257,2023-06-30,1019,3.9,79.5,Exceeds Expectations
2526,1257,2023-12-31,1019,4.2,55.5,Exceeds Expectations
2527,1257,2024-06-30,1019,3.7,74.0,Exceeds Expectations
2528,1257,2024-12-31,1019,3.2,79.9,Meets Expectations
2529,1258,2021-12-31,1036,2.7,83.7,Meets Expectations
2530,1258,2022-06-30,1036,3.9,81.3,Exceeds Expectations
2531,1258,2022-12-31,1036,4.1,74.6,Exceeds Expectations
2532,1258,2023-06-30,1036,4.3,66.4,Exceeds Expectations
2533,1258,2023-12-31,1036,3.8,64.1,Exceeds Expectations
2534,1258,2024-06-30,1036,4.2,87.4,Exceeds Expectations
2535,1258,2024-12-31,1036,3.6,86.0,Exceeds Expectations
2536,1259,2016-12-31,1085,1.7,85.2,Below Expectations
2537,1259,2017-06-30,1085,3.9,90.7,Exceeds Expectations
2538,1259,2017-12-31,1085,3.5,100.0,Exceeds Expectations
2539,1259,2018-06-30,1085,3.6,85.8,Exceeds Expectations
2540,1259,2018-12-31,1085,3.2,100.0,Meets Expectations
2541,1259,2019-06-30,1085,3.3,67.5,Meets Expectations
2542,1259,2019-12-31,1085,4.9,83.7,Exceptional
2543,1259,2020-06-30,1085,3.3,96.6,Meets Expectations
2544,1259,2020-12-31,1085,2.4,91.7,Below Expectations
2545,1259,2021-06-30,1085,2.5,67.4,Meets Expectations
2546,1259,2021-12-31,1085,2.8,94.6,Meets Expectations
2547,1259,2022-06-30,1085,3.2,72.7,Meets Expectations
2548,1259,2022-12-31,1085,4.5,66.5,Exceptional
2549,1259,2023-06-30,1085,4.3,73.2,Exceeds Expectations
2550,1259,2023-12-31,1085,3.8,63.4,Exceeds Expectations
2551,1259,2024-06-30,1085,3.4,75.8,Meets Expectations
2552,1259,2024-12-31,1085,2.8,95.0,Meets Expectations
2553,1260,2017-06-30,1036,2.6,91.3,Meets Expectations
2554,1260,2017-12-31,1036,3.2,99.5,Meets Expectations
2555,1260,2018-06-30,1036,3.1,85.0,Meets Expectations
2556,1260,2018-12-31,1036,3.8,97.5,Exceeds Expectations
2557,1260,2019-06-30,1036,4.1,73.6,Exceeds Expectations
2558,1260,2019-12-31,1036,3.4,100.0,Meets Expectations
2559,1260,2020-06-30,1036,2.7,76.4,Meets Expectations
2560,1260,2020-12-31,1036,3.6,92.2,Exceeds Expectations
2561,1260,2021-06-30,1036,3.4,100.0,Meets Expectations
2562,1260,2021-12-31,1036,3.8,88.5,Exceeds Expectations
2563,1260,2022-06-30,1036,3.5,93.1,Exceeds Expectations
2564,1260,2022-12-31,1036,4.3,68.4,Exceeds Expectations
2565,1260,2023-06-30,1036,2.1,81.5,Below Expectations
2566,1260,2023-12-31,1036,3.7,82.0,Exceeds Expectations
2567,1260,2024-06-30,1036,3.3,84.0,Meets Expectations
2568,1261,2020-12-31,1017,2.1,90.4,Below Expectations
2569,1261,2021-06-30,1017,3.8,100.0,Exceeds Expectations
2570,1261,2021-12-31,1017,3.4,83.8,Meets Expectations
2571,1261,2022-06-30,1017,3.1,56.4,Meets Expectations
2572,1261,2022-12-31,1017,3.3,100.0,Meets Expectations
2573,1261,2023-06-30,1017,2.0,98.1,Below Expectations
2574,1261,2023-12-31,1017,2.7,86.2,Meets Expectations
2575,1261,2024-06-30,1017,3.7,76.7,Exceeds Expectations
2576,1261,2024-12-31,1017,3.3,71.7,Meets Expectations
2577,1262,2018-06-30,1003,3.2,73.7,Meets Expectations
2578,1262,2018-12-31,1003,3.2,96.9,Meets Expectations
2579,1262,2019-06-30,1003,3.0,80.4,Meets Expectations
2580,1262,2019-12-31,1003,3.7,87.8,Exceeds Expectations
2581,1262,2020-06-30,1003,2.9,66.9,Meets Expectations
2582,1262,2020-12-31,1003,2.7,97.7,Meets Expectations
2583,1262,2021-06-30,1003,2.2,86.1,Below Expectations
2584,1262,2021-12-31,1003,3.0,73.6,Meets Expectations
2585,1262,2022-06-30,1003,4.0,59.4,Exceeds Expectations
2586,1262,2022-12-31,1003,3.9,67.5,Exceeds Expectations
2587,1262,2023-06-30,1003,2.4,100.0,Below Expectations
2588,1262,2023-12-31,1003,2.7,86.5,Meets Expectations
2589,1262,2024-06-30,1003,3.1,82.6,Meets Expectations
2590,1262,2024-12-31,1003,2.3,85.0,Below Expectations
2591,1263,2018-06-30,1085,2.9,99.4,Meets Expectations
2592,1263,2018-12-31,1085,2.9,79.7,Meets Expectations
2593,1263,2019-06-30,1085,4.6,66.3,Exceptional
2594,1263,2019-12-31,1085,4.0,89.9,Exceeds Expectations
2595,1263,2020-06-30,1085,3.2,100.0,Meets Expectations
2596,1263,2020-12-31,1085,2.5,83.2,Meets Expectations
2597,1263,2021-06-30,1085,2.7,77.2,Meets Expectations
2598,1263,2021-12-31,1085,4.2,84.7,Exceeds Expectations
2599,1263,2022-06-30,1085,3.2,94.2,Meets Expectations
2600,1263,2022-12-31,1085,3.8,96.0,Exceeds Expectations
2601,1263,2023-06-30,1085,3.1,70.9,Meets Expectations
2602,1263,2023-12-31,1085,3.1,73.4,Meets Expectations
2603,1263,2024-06-30,1085,2.7,74.9,Meets Expectations
2604,1263,2024-12-31,1085,2.2,80.3,Below Expectations
2605,1264,2016-06-30,1014,3.5,99.6,Exceeds Expectations
2606,1264,2016-12-31,1014,3.5,75.6,Exceeds Expectations
2607,1264,2017-06-30,1014,4.6,93.1,Exceptional
2608,1264,2017-12-31,1014,3.9,94.6,Exceeds Expectations
2609,1264,2018-06-30,1014,3.9,83.0,Exceeds Expectations
2610,1264,2018-12-31,1014,3.8,86.7,Exceeds Expectations
2611,1265,2017-12-31,1037,3.8,78.1,Exceeds Expectations
2612,1265,2018-06-30,1037,3.7,86.8,Exceeds Expectations
2613,1265,2018-12-31,1037,2.4,40.0,Below Expectations
2614,1265,2019-06-30,1037,3.6,77.0,Exceeds Expectations
2615,1265,2019-12-31,1037,4.0,61.9,Exceeds Expectations
2616,1265,2020-06-30,1037,3.7,88.7,Exceeds Expectations
2617,1265,2020-12-31,1037,3.8,78.1,Exceeds Expectations
2618,1265,2021-06-30,1037,4.0,86.5,Exceeds Expectations
2619,1265,2021-12-31,1037,2.8,84.9,Meets Expectations
2620,1265,2022-06-30,1037,2.8,83.5,Meets Expectations
2621,1265,2022-12-31,1037,3.8,92.4,Exceeds Expectations
2622,1265,2023-06-30,1037,3.8,94.8,Exceeds Expectations
2623,1265,2023-12-31,1037,3.1,93.0,Meets Expectations
2624,1265,2024-06-30,1037,2.7,92.0,Meets Expectations
2625,1266,2024-06-30,1034,3.4,98.2,Meets Expectations
2626,1266,2024-12-31,1034,3.9,82.6,Exceeds Expectations
2627,1267,2020-12-31,1073,4.1,90.8,Exceeds Expectations
2628,1267,2021-06-30,1073,2.6,78.4,Meets Expectations
2629,1267,2021-12-31,1073,2.9,74.3,Meets Expectations
2630,1267,2022-06-30,1073,4.3,77.1,Exceeds Expectations
2631,1267,2022-12-31,1073,2.5,100.0,Meets Expectations
2632,1267,2023-06-30,1073,4.9,77.6,Exceptional
2633,1267,2023-12-31,1073,2.1,95.2,Below Expectations
2634,1267,2024-06-30,1073,3.1,78.2,Meets Expectations
2635,1267,2024-12-31,1073,4.0,69.1,Exceeds Expectations
2636,1268,2016-12-31,1037,2.4,76.4,Below Expectations
2637,1268,2017-06-30,1037,3.4,72.1,Meets Expectations
2638,1268,2017-12-31,1037,3.4,98.4,Meets Expectations
2639,1268,2018-06-30,1037,3.0,83.6,Meets Expectations
2640,1268,2018-12-31,1037,4.1,80.9,Exceeds Expectations
2641,1268,2019-06-30,1037,3.7,86.7,Exceeds Expectations
2642,1268,2019-12-31,1037,2.7,74.5,Meets Expectations
2643,1268,2020-06-30,1037,4.4,99.3,Exceeds Expectations
2644,1268,2020-12-31,1037,3.4,78.7,Meets Expectations
2645,1268,2021-06-30,1037,4.4,63.5,Exceeds Expectations
2646,1268,2021-12-31,1037,3.1,97.7,Meets Expectations
2647,1268,2022-06-30,1037,3.3,78.0,Meets Expectations
2648,1268,2022-12-31,1037,3.8,100.0,Exceeds Expectations
2649,1268,2023-06-30,1037,3.1,71.4,Meets Expectations
2650,1268,2023-12-31,1037,4.0,96.1,Exceeds Expectations
2651,1268,2024-06-30,1037,3.2,89.6,Meets Expectations
2652,1268,2024-12-31,1037,4.2,82.2,Exceeds Expectations
2653,1269,2019-12-31,1018,2.6,91.2,Meets Expectations
2654,1269,2020-06-30,1018,4.2,63.7,Exceeds Expectations
2655,1269,2020-12-31,1018,4.6,91.6,Exceptional
2656,1269,2021-06-30,1018,4.4,85.4,Exceeds Expectations
2657,1269,2021-12-31,1018,4.6,75.1,Exceptional
2658,1269,2022-06-30,1018,3.8,69.9,Exceeds Expectations
2659,1269,2022-12-31,1018,4.5,92.5,Exceptional
2660,1269,2023-06-30,1018,2.4,68.8,Below Expectations
2661,1269,2023-12-31,1018,3.3,61.1,Meets Expectations
2662,1269,2024-06-30,1018,3.6,78.4,Exceeds Expectations
2663,1269,2024-12-31,1018,4.1,81.3,Exceeds Expectations
2664,1270,2020-06-30,1058,3.7,88.7,Exceeds Expectations
2665,1270,2020-12-31,1058,3.6,63.7,Exceeds Expectations
2666,1270,2021-06-30,1058,2.8,73.1,Meets Expectations
2667,1270,2021-12-31,1058,2.4,65.8,Below Expectations
2668,1270,2022-06-30,1058,3.3,73.3,Meets Expectations
2669,1270,2022-12-31,1058,4.0,65.4,Exceeds Expectations
2670,1270,2023-06-30,1058,3.3,72.7,Meets Expectations
2671,1270,2023-12-31,1058,3.5,88.0,Exceeds Expectations
2672,1270,2024-06-30,1058,2.8,93.0,Meets Expectations
2673,1270,2024-12-31,1058,3.7,100.0,Exceeds Expectations
2674,1271,2015-12-31,1019,1.8,64.2,Below Expectations
2675,1271,2016-06-30,1019,2.9,96.6,Meets Expectations
2676,1271,2016-12-31,1019,3.1,100.0,Meets Expectations
2677,1271,2017-06-30,1019,2.9,92.1,Meets Expectations
2678,1271,2017-12-31,1019,3.3,80.3,Meets Expectations
2679,1271,2018-06-30,1019,3.3,93.7,Meets Expectations
2680,1271,2018-12-31,1019,3.0,76.8,Meets Expectations
2681,1271,2019-06-30,1019,4.3,79.5,Exceeds Expectations
2682,1271,2019-12-31,1019,2.8,83.3,Meets Expectations
2683,1271,2020-06-30,1019,2.7,62.5,Meets Expectations
2684,1271,2020-12-31,1019,4.7,94.4,Exceptional
2685,1271,2021-06-30,1019,3.0,83.6,Meets Expectations
2686,1271,2021-12-31,1019,3.6,83.8,Exceeds Expectations
2687,1271,2022-06-30,1019,3.4,87.0,Meets Expectations
2688,1271,2022-12-31,1019,4.3,80.4,Exceeds Expectations
2689,1271,2023-06-30,1019,3.4,76.0,Meets Expectations
2690,1271,2023-12-31,1019,3.5,88.7,Exceeds Expectations
2691,1271,2024-06-30,1019,2.0,70.6,Below Expectations
2692,1271,2024-12-31,1019,2.3,76.6,Below Expectations
2693,1272,2016-06-30,1073,3.9,86.4,Exceeds Expectations
2694,1272,2016-12-31,1073,5.0,85.7,Exceptional
2695,1272,2017-06-30,1073,3.4,87.5,Meets Expectations
2696,1272,2017-12-31,1073,2.8,75.8,Meets Expectations
2697,1272,2018-06-30,1073,4.1,93.7,Exceeds Expectations
2698,1272,2018-12-31,1073,3.5,95.7,Exceeds Expectations
2699,1272,2019-06-30,1073,2.8,58.7,Meets Expectations
2700,1272,2019-12-31,1073,4.4,100.0,Exceeds Expectations
2701,1272,2020-06-30,1073,2.4,87.7,Below Expectations
2702,1273,2015-06-30,1020,2.7,85.7,Meets Expectations
2703,1273,2015-12-31,1020,3.4,97.1,Meets Expectations
2704,1273,2016-06-30,1020,2.7,90.0,Meets Expectations
2705,1273,2016-12-31,1020,2.9,86.3,Meets Expectations
2706,1273,2017-06-30,1020,3.0,98.8,Meets Expectations
2707,1273,2017-12-31,1020,4.0,93.4,Exceeds Expectations
2708,1273,2018-06-30,1020,4.7,100.0,Exceptional
2709,1273,2018-12-31,1020,3.1,88.2,Meets Expectations
2710,1273,2019-06-30,1020,3.8,79.3,Exceeds Expectations
2711,1273,2019-12-31,1020,3.6,100.0,Exceeds Expectations
2712,1273,2020-06-30,1020,3.4,78.7,Meets Expectations
2713,1273,2020-12-31,1020,3.3,98.3,Meets Expectations
2714,1273,2021-06-30,1020,3.8,87.1,Exceeds Expectations
2715,1273,2021-12-31,1020,3.6,86.8,Exceeds Expectations
2716,1273,2022-06-30,1020,3.1,78.6,Meets Expectations
2717,1273,2022-12-31,1020,3.4,100.0,Meets Expectations
2718,1273,2023-06-30,1020,2.8,73.2,Meets Expectations
2719,1273,2023-12-31,1020,2.7,90.3,Meets Expectations
2720,1273,2024-06-30,1020,3.9,73.2,Exceeds Expectations
2721,1273,2024-12-31,1020,2.3,68.7,Below Expectations
2722,1274,2019-06-30,1007,1.9,84.3,Below Expectations
2723,1274,2019-12-31,1007,3.7,72.4,Exceeds Expectations
2724,1274,2020-06-30,1007,3.7,100.0,Exceeds Expectations
2725,1275,2015-06-30,1007,2.2,76.0,Below Expectations
2726,1275,2015-12-31,1007,2.6,75.2,Meets Expectations
2727,1275,2016-06-30,1007,4.1,88.5,Exceeds Expectations
2728,1275,2016-12-31,1007,4.1,95.5,Exceeds Expectations
2729,1275,2017-06-30,1007,3.9,95.4,Exceeds Expectations
2730,1275,2017-12-31,1007,2.7,75.9,Meets Expectations
2731,1275,2018-06-30,1007,3.5,74.8,Exceeds Expectations
2732,1275,2018-12-31,1007,3.3,80.5,Meets Expectations
2733,1275,2019-06-30,1007,3.3,92.4,Meets Expectations
2734,1275,2019-12-31,1007,3.5,80.0,Exceeds Expectations
2735,1275,2020-06-30,1007,3.8,82.2,Exceeds Expectations
2736,1275,2020-12-31,1007,4.0,100.0,Exceeds Expectations
2737,1275,2021-06-30,1007,3.0,62.2,Meets Expectations
2738,1275,2021-12-31,1007,3.3,74.5,Meets Expectations
2739,1275,2022-06-30,1007,3.5,85.6,Exceeds Expectations
2740,1275,2022-12-31,1007,3.3,94.0,Meets Expectations
2741,1275,2023-06-30,1007,2.3,100.0,Below Expectations
2742,1275,2023-12-31,1007,2.9,91.2,Meets Expectations
2743,1275,2024-06-30,1007,3.5,91.9,Exceeds Expectations
2744,1275,2024-12-31,1007,3.6,63.5,Exceeds Expectations
2745,1276,2019-12-31,1040,3.1,87.6,Meets Expectations
2746,1276,2020-06-30,1040,4.0,99.7,Exceeds Expectations
2747,1276,2020-12-31,1040,4.5,82.7,Exceptional
2748,1276,2021-06-30,1040,2.9,75.2,Meets Expectations
2749,1276,2021-12-31,1040,4.3,100.0,Exceeds Expectations
2750,1276,2022-06-30,1040,4.1,81.8,Exceeds Expectations
2751,1276,2022-12-31,1040,2.8,85.0,Meets Expectations
2752,1276,2023-06-30,1040,3.2,85.9,Meets Expectations
2753,1276,2023-12-31,1040,2.3,66.4,Below Expectations
2754,1276,2024-06-30,1040,4.8,72.0,Exceptional
2755,1276,2024-12-31,1040,3.1,97.5,Meets Expectations
2756,1277,2023-12-31,1004,4.9,94.3,Exceptional
2757,1277,2024-06-30,1004,3.8,100.0,Exceeds Expectations
2758,1277,2024-12-31,1004,3.4,87.0,Meets Expectations
2759,1278,2023-06-30,1011,2.1,71.5,Below Expectations
2760,1278,2023-12-31,1011,3.2,77.9,Meets Expectations
2761,1278,2024-06-30,1011,4.0,83.3,Exceeds Expectations
2762,1278,2024-12-31,1011,3.3,72.5,Meets Expectations
2763,1279,2016-06-30,1005,5.0,77.6,Exceptional
2764,1279,2016-12-31,1005,3.8,78.5,Exceeds Expectations
2765,1279,2017-06-30,1005,2.9,94.0,Meets Expectations
2766,1279,2017-12-31,1005,2.5,87.0,Meets Expectations
2767,1279,2018-06-30,1005,3.1,97.5,Meets Expectations
2768,1279,2018-12-31,1005,4.0,86.7,Exceeds Expectations
2769,1279,2019-06-30,1005,3.7,68.9,Exceeds Expectations
2770,1279,2019-12-31,1005,3.6,100.0,Exceeds Expectations
2771,1279,2020-06-30,1005,3.7,74.9,Exceeds Expectations
2772,1279,2020-12-31,1005,3.7,65.3,Exceeds Expectations
2773,1279,2021-06-30,1005,2.2,97.4,Below Expectations
2774,1279,2021-12-31,1005,3.1,100.0,Meets Expectations
2775,1279,2022-06-30,1005,3.9,89.0,Exceeds Expectations
2776,1279,2022-12-31,1005,3.0,89.3,Meets Expectations
2777,1279,2023-06-30,1005,3.8,92.2,Exceeds Expectations
2778,1279,2023-12-31,1005,3.9,100.0,Exceeds Expectations
2779,1279,2024-06-30,1005,3.5,62.9,Exceeds Expectations
2780,1279,2024-12-31,1005,3.1,84.5,Meets Expectations
2781,1280,2021-12-31,1028,3.1,47.8,Meets Expectations
2782,1280,2022-06-30,1028,2.6,95.9,Meets Expectations
2783,1280,2022-12-31,1028,2.6,100.0,Meets Expectations
2784,1280,2023-06-30,1028,2.8,97.1,Meets Expectations
2785,1280,2023-12-31,1028,3.1,95.9,Meets Expectations
2786,1280,2024-06-30,1028,5.0,92.2,Exceptional
2787,1280,2024-12-31,1028,4.8,72.3,Exceptional
2788,1281,2018-06-30,1085,3.5,93.4,Exceeds Expectations
2789,1281,2018-12-31,1085,3.4,78.1,Meets Expectations
2790,1281,2019-06-30,1085,2.8,79.9,Meets Expectations
2791,1281,2019-12-31,1085,3.3,94.1,Meets Expectations
2792,1281,2020-06-30,1085,3.5,86.2,Exceeds Expectations
2793,1281,2020-12-31,1085,4.4,100.0,Exceeds Expectations
2794,1281,2021-06-30,1085,3.6,88.8,Exceeds Expectations
2795,1281,2021-12-31,1085,3.3,96.1,Meets Expectations
2796,1281,2022-06-30,1085,4.3,76.6,Exceeds Expectations
2797,1281,2022-12-31,1085,3.6,78.2,Exceeds Expectations
2798,1281,2023-06-30,1085,3.1,78.3,Meets Expectations
2799,1281,2023-12-31,1085,3.2,87.2,Meets Expectations
2800,1281,2024-06-30,1085,3.8,87.9,Exceeds Expectations
2801,1281,2024-12-31,1085,3.0,88.6,Meets Expectations
2802,1282,2015-06-30,1007,3.9,100.0,Exceeds Expectations
2803,1282,2015-12-31,1007,3.7,86.4,Exceeds Expectations
2804,1282,2016-06-30,1007,3.5,78.2,Exceeds Expectations
2805,1282,2016-12-31,1007,3.1,81.4,Meets Expectations
2806,1283,2023-12-31,1013,4.6,87.1,Exceptional
2807,1283,2024-06-30,1013,2.6,100.0,Meets Expectations
2808,1283,2024-12-31,1013,2.7,100.0,Meets Expectations
2809,1284,2019-12-31,1073,3.5,91.4,Exceeds Expectations
2810,1284,2020-06-30,1073,2.9,77.8,Meets Expectations
2811,1284,2020-12-31,1073,5.0,100.0,Exceptional
2812,1284,2021-06-30,1073,2.6,60.6,Meets Expectations
2813,1284,2021-12-31,1073,2.0,74.4,Below Expectations
2814,1284,2022-06-30,1073,3.3,84.0,Meets Expectations
2815,1284,2022-12-31,1073,3.8,68.0,Exceeds Expectations
2816,1284,2023-06-30,1073,2.8,66.0,Meets Expectations
2817,1284,2023-12-31,1073,3.5,88.8,Exceeds Expectations
2818,1284,2024-06-30,1073,2.6,80.8,Meets Expectations
2819,1284,2024-12-31,1073,4.0,100.0,Exceeds Expectations
2820,1285,2019-06-30,1023,3.2,98.6,Meets Expectations
2821,1285,2019-12-31,1023,2.5,89.4,Meets Expectations
2822,1285,2020-06-30,1023,5.0,95.2,Exceptional
2823,1285,2020-12-31,1023,2.8,84.6,Meets Expectations
2824,1285,2021-06-30,1023,1.8,100.0,Below Expectations
2825,1285,2021-12-31,1023,3.0,92.2,Meets Expectations
2826,1285,2022-06-30,1023,2.7,80.2,Meets Expectations
2827,1285,2022-12-31,1023,3.4,83.9,Meets Expectations
2828,1285,2023-06-30,1023,4.4,81.6,Exceeds Expectations
2829,1285,2023-12-31,1023,3.6,96.9,Exceeds Expectations
2830,1285,2024-06-30,1023,4.0,100.0,Exceeds Expectations
2831,1285,2024-12-31,1023,2.7,100.0,Meets Expectations
2832,1286,2015-12-31,1037,2.8,83.0,Meets Expectations
2833,1286,2016-06-30,1037,3.9,100.0,Exceeds Expectations
2834,1286,2016-12-31,1037,2.6,91.9,Meets Expectations
2835,1286,2017-06-30,1037,3.6,73.7,Exceeds Expectations
2836,1286,2017-12-31,1037,2.1,75.6,Below Expectations
2837,1286,2018-06-30,1037,3.8,100.0,Exceeds Expectations
2838,1286,2018-12-31,1037,3.9,95.2,Exceeds Expectations
2839,1286,2019-06-30,1037,3.7,72.2,Exceeds Expectations
2840,1286,2019-12-31,1037,3.0,77.5,Meets Expectations
2841,1286,2020-06-30,1037,3.7,74.1,Exceeds Expectations
2842,1286,2020-12-31,1037,2.3,80.2,Below Expectations
2843,1286,2021-06-30,1037,3.2,71.8,Meets Expectations
2844,1286,2021-12-31,1037,4.4,91.1,Exceeds Expectations
2845,1286,2022-06-30,1037,3.0,86.6,Meets Expectations
2846,1286,2022-12-31,1037,3.2,77.1,Meets Expectations
2847,1286,2023-06-30,1037,2.5,66.3,Meets Expectations
2848,1286,2023-12-31,1037,4.1,83.3,Exceeds Expectations
2849,1286,2024-06-30,1037,3.9,91.9,Exceeds Expectations
2850,1286,2024-12-31,1037,3.9,81.1,Exceeds Expectations
2851,1287,2022-12-31,1020,3.3,73.2,Meets Expectations
2852,1287,2023-06-30,1020,1.5,75.2,Below Expectations
2853,1287,2023-12-31,1020,3.9,76.2,Exceeds Expectations
2854,1287,2024-06-30,1020,2.5,84.8,Meets Expectations
2855,1287,2024-12-31,1020,3.5,65.2,Exceeds Expectations
2856,1288,2024-12-31,1004,2.8,56.8,Meets Expectations
2857,1289,2021-06-30,1028,4.3,79.1,Exceeds Expectations
2858,1289,2021-12-31,1028,4.3,100.0,Exceeds Expectations
2859,1289,2022-06-30,1028,1.8,63.8,Below Expectations
2860,1289,2022-12-31,1028,4.3,72.1,Exceeds Expectations
2861,1289,2023-06-30,1028,2.9,65.6,Meets Expectations
2862,1289,2023-12-31,1028,2.5,63.7,Meets Expectations
