attendance_id,employee_id,year,month,working_days,days_present,days_absent,days_wfh,overtime_hours
35446,1843,2024,7,23,22,1,8,4.4
35447,1843,2024,8,22,20,2,5,5.8
35448,1843,2024,9,21,21,0,7,9.5
35449,1843,2024,10,23,21,2,9,2.0
35450,1843,2024,11,21,20,1,1,10.8
35451,1843,2024,12,22,20,2,2,6.0
35452,1844,2023,7,21,21,0,1,7.6
35453,1844,2023,8,23,21,2,9,11.6
35454,1844,2023,9,21,20,1,0,11.5
35455,1844,2023,10,22,21,1,1,4.0
35456,1844,2023,11,22,20,2,7,2.8
35457,1844,2023,12,21,21,0,0,8.3
35458,1844,2024,1,23,22,1,10,2.8
35459,1844,2024,2,21,19,2,2,9.3
35460,1844,2024,3,21,20,1,3,6.3
35461,1844,2024,4,22,22,0,7,2.0
35462,1844,2024,5,23,21,2,10,9.6
35463,1844,2024,6,20,19,1,2,0.2
35464,1844,2024,7,23,21,2,6,7.1
35465,1844,2024,8,22,20,2,5,0.9
35466,1844,2024,9,21,21,0,5,0.2
35467,1844,2024,10,23,22,1,8,3.2
35468,1844,2024,11,21,20,1,7,11.9
35469,1844,2024,12,22,21,1,10,3.5
35470,1845,2020,1,23,23,0,8,8.7
35471,1845,2020,2,20,20,0,3,8.5
35472,1845,2020,3,22,22,0,9,11.7
35473,1845,2020,4,22,22,0,5,6.1
35474,1845,2020,5,21,20,1,4,6.2
35475,1845,2020,6,22,22,0,0,11.9
35476,1845,2020,7,23,21,2,1,0.1
35477,1845,2020,8,21,21,0,10,4.6
35478,1845,2020,9,22,20,2,8,2.9
35479,1845,2020,10,22,22,0,3,3.2
35480,1845,2020,11,21,19,2,0,7.4
35481,1845,2020,12,23,22,1,0,6.8
35482,1845,2021,1,21,20,1,10,5.8
35483,1845,2021,2,20,19,1,0,2.8
35484,1845,2021,3,23,22,1,0,0.4
35485,1845,2021,4,22,22,0,2,2.3
35486,1845,2021,5,21,21,0,4,4.9
35487,1845,2021,6,22,21,1,9,10.4
35488,1845,2021,7,22,20,2,2,2.7
35489,1845,2021,8,22,22,0,7,10.3
35490,1845,2021,9,22,22,0,1,10.5
35491,1845,2021,10,21,20,1,10,5.4
35492,1845,2021,11,22,21,1,10,1.0
35493,1845,2021,12,23,22,1,5,11.1
35494,1845,2022,1,21,19,2,3,5.1
35495,1845,2022,2,20,18,2,2,7.5
35496,1845,2022,3,23,21,2,6,1.4
35497,1845,2022,4,21,19,2,2,8.2
35498,1845,2022,5,22,22,0,2,0.3
35499,1845,2022,6,22,22,0,3,6.3
35500,1845,2022,7,21,19,2,8,1.2
35501,1845,2022,8,23,21,2,7,9.0
35502,1845,2022,9,22,20,2,0,2.8
35503,1845,2022,10,21,19,2,2,8.2
35504,1845,2022,11,22,20,2,5,4.6
35505,1845,2022,12,22,21,1,8,6.3
35506,1845,2023,1,22,22,0,1,6.5
35507,1845,2023,2,20,18,2,6,8.5
35508,1845,2023,3,23,23,0,9,10.8
35509,1845,2023,4,20,18,2,5,10.6
35510,1845,2023,5,23,23,0,9,8.4
35511,1845,2023,6,22,20,2,5,8.3
35512,1845,2023,7,21,21,0,10,6.2
35513,1845,2023,8,23,21,2,2,9.7
35514,1845,2023,9,21,20,1,1,0.1
35515,1845,2023,10,22,20,2,2,5.0
35516,1845,2023,11,22,21,1,6,2.5
35517,1845,2023,12,21,19,2,6,9.5
35518,1845,2024,1,23,21,2,10,7.3
35519,1845,2024,2,21,19,2,10,10.3
35520,1845,2024,3,21,19,2,9,9.4
35521,1845,2024,4,22,22,0,2,6.7
35522,1845,2024,5,23,21,2,2,7.6
35523,1845,2024,6,20,20,0,3,2.0
35524,1845,2024,7,23,23,0,10,6.0
35525,1845,2024,8,22,21,1,10,11.7
35526,1845,2024,9,21,20,1,3,0.6
35527,1845,2024,10,23,22,1,4,7.0
35528,1845,2024,11,21,20,1,10,3.8
35529,1845,2024,12,22,21,1,3,8.5
35530,1846,2020,1,23,23,0,4,7.8
35531,1846,2020,2,20,18,2,6,5.0
35532,1846,2020,3,22,20,2,1,11.3
35533,1846,2020,4,22,21,1,7,1.3
35534,1846,2020,5,21,20,1,7,0.3
35535,1846,2020,6,22,22,0,7,9.9
35536,1846,2020,7,23,21,2,1,10.1
35537,1846,2020,8,21,21,0,4,5.9
35538,1846,2020,9,22,21,1,5,7.6
35539,1846,2020,10,22,21,1,2,6.8
35540,1846,2020,11,21,20,1,6,2.5
35541,1846,2020,12,23,22,1,10,1.3
35542,1846,2021,1,21,20,1,4,3.0
35543,1846,2021,2,20,18,2,10,11.2
35544,1846,2021,3,23,23,0,3,8.1
35545,1846,2021,4,22,20,2,2,6.5
35546,1846,2021,5,21,21,0,3,0.7
35547,1846,2021,6,22,20,2,0,3.5
35548,1846,2021,7,22,22,0,9,8.8
35549,1846,2021,8,22,22,0,9,6.0
35550,1846,2021,9,22,21,1,10,3.3
35551,1846,2021,10,21,20,1,1,0.5
35552,1846,2021,11,22,21,1,6,6.2
35553,1846,2021,12,23,21,2,2,4.6
35554,1846,2022,1,21,21,0,5,9.9
35555,1846,2022,2,20,20,0,2,4.5
35556,1846,2022,3,23,23,0,9,4.5
35557,1846,2022,4,21,21,0,9,8.8
35558,1846,2022,5,22,22,0,10,5.6
35559,1846,2022,6,22,21,1,7,11.7
35560,1846,2022,7,21,19,2,7,10.8
35561,1846,2022,8,23,21,2,3,7.3
35562,1846,2022,9,22,20,2,2,3.0
35563,1846,2022,10,21,21,0,4,10.4
35564,1846,2022,11,22,20,2,0,5.6
35565,1846,2022,12,22,22,0,1,1.5
35566,1846,2023,1,22,21,1,6,11.5
35567,1846,2023,2,20,20,0,8,7.4
35568,1846,2023,3,23,23,0,8,6.2
35569,1846,2023,4,20,19,1,1,0.2
35570,1846,2023,5,23,21,2,10,3.3
35571,1846,2023,6,22,20,2,3,4.9
35572,1846,2023,7,21,19,2,4,3.8
35573,1846,2023,8,23,22,1,0,11.3
35574,1846,2023,9,21,21,0,0,9.2
35575,1846,2023,10,22,22,0,4,11.2
35576,1846,2023,11,22,21,1,9,6.2
35577,1846,2023,12,21,21,0,8,3.6
35578,1846,2024,1,23,22,1,10,6.5
35579,1846,2024,2,21,21,0,9,7.3
35580,1846,2024,3,21,19,2,9,0.5
35581,1846,2024,4,22,21,1,4,4.8
35582,1846,2024,5,23,21,2,3,5.8
35583,1846,2024,6,20,19,1,5,8.3
35584,1846,2024,7,23,21,2,10,2.4
35585,1846,2024,8,22,22,0,9,2.2
35586,1846,2024,9,21,20,1,0,3.3
35587,1846,2024,10,23,23,0,2,5.2
35588,1846,2024,11,21,19,2,4,5.0
35589,1846,2024,12,22,21,1,3,10.9
35590,1847,2021,3,23,23,0,1,9.0
35591,1847,2021,4,22,22,0,7,7.3
35592,1847,2021,5,21,19,2,5,9.3
35593,1847,2021,6,22,22,0,9,3.8
35594,1847,2021,7,22,22,0,7,7.7
35595,1847,2021,8,22,22,0,2,8.4
35596,1847,2021,9,22,22,0,6,10.7
35597,1847,2021,10,21,20,1,1,10.8
35598,1847,2021,11,22,20,2,8,3.6
35599,1847,2021,12,23,22,1,7,2.4
35600,1847,2022,1,21,19,2,2,7.3
35601,1847,2022,2,20,19,1,1,2.6
35602,1847,2022,3,23,22,1,8,6.0
35603,1847,2022,4,21,19,2,8,0.5
35604,1847,2022,5,22,21,1,7,6.4
35605,1847,2022,6,22,21,1,1,11.3
35606,1847,2022,7,21,19,2,0,8.0
35607,1847,2022,8,23,21,2,2,9.0
35608,1847,2022,9,22,22,0,2,12.0
35609,1847,2022,10,21,19,2,5,1.4
35610,1848,2021,10,21,21,0,4,1.8
35611,1848,2021,11,22,22,0,10,5.6
35612,1848,2021,12,23,21,2,6,6.0
35613,1848,2022,1,21,21,0,9,4.6
35614,1848,2022,2,20,20,0,1,7.4
35615,1848,2022,3,23,21,2,4,11.1
35616,1848,2022,4,21,20,1,3,6.0
35617,1848,2022,5,22,20,2,3,6.1
35618,1848,2022,6,22,20,2,4,3.2
35619,1848,2022,7,21,19,2,4,9.3
35620,1848,2022,8,23,23,0,2,0.0
35621,1848,2022,9,22,22,0,10,2.8
35622,1848,2022,10,21,19,2,9,1.6
35623,1848,2022,11,22,20,2,2,9.2
35624,1848,2022,12,22,21,1,0,1.4
35625,1848,2023,1,22,22,0,2,1.7
35626,1848,2023,2,20,19,1,6,5.5
35627,1848,2023,3,23,21,2,5,8.0
35628,1848,2023,4,20,20,0,0,1.9
35629,1848,2023,5,23,23,0,0,0.3
35630,1848,2023,6,22,20,2,7,11.3
35631,1848,2023,7,21,21,0,5,7.7
35632,1848,2023,8,23,23,0,7,10.6
35633,1848,2023,9,21,19,2,5,11.1
35634,1848,2023,10,22,21,1,6,4.1
35635,1848,2023,11,22,21,1,8,10.8
35636,1848,2023,12,21,20,1,4,10.2
35637,1848,2024,1,23,22,1,9,3.8
35638,1848,2024,2,21,19,2,3,2.4
35639,1848,2024,3,21,21,0,3,6.1
35640,1848,2024,4,22,22,0,7,7.9
35641,1848,2024,5,23,22,1,1,3.4
35642,1848,2024,6,20,19,1,1,3.5
35643,1848,2024,7,23,22,1,0,1.0
35644,1848,2024,8,22,21,1,5,8.5
35645,1848,2024,9,21,21,0,8,5.9
35646,1848,2024,10,23,21,2,7,2.2
35647,1848,2024,11,21,19,2,4,5.2
35648,1848,2024,12,22,22,0,10,6.4
35649,1849,2020,4,22,21,1,7,8.4
35650,1849,2020,5,21,19,2,3,4.8
35651,1849,2020,6,22,22,0,2,3.1
35652,1849,2020,7,23,23,0,0,5.7
35653,1849,2020,8,21,21,0,3,2.3
35654,1849,2020,9,22,20,2,6,3.6
35655,1849,2020,10,22,21,1,9,0.9
35656,1849,2020,11,21,19,2,5,0.6
35657,1849,2020,12,23,22,1,10,10.0
35658,1849,2021,1,21,19,2,7,1.3
35659,1849,2021,2,20,18,2,9,7.5
35660,1849,2021,3,23,21,2,0,10.4
35661,1849,2021,4,22,20,2,8,7.4
35662,1849,2021,5,21,21,0,1,7.4
35663,1849,2021,6,22,20,2,0,3.6
35664,1849,2021,7,22,22,0,6,9.0
35665,1849,2021,8,22,22,0,3,5.9
35666,1849,2021,9,22,20,2,6,11.8
35667,1849,2021,10,21,21,0,1,10.7
35668,1849,2021,11,22,20,2,0,5.7
35669,1849,2021,12,23,23,0,0,7.5
35670,1849,2022,1,21,19,2,8,5.8
35671,1849,2022,2,20,20,0,8,0.5
35672,1849,2022,3,23,22,1,6,6.5
35673,1849,2022,4,21,21,0,8,5.1
35674,1849,2022,5,22,21,1,8,4.2
35675,1849,2022,6,22,22,0,9,6.4
35676,1849,2022,7,21,21,0,0,1.6
35677,1849,2022,8,23,22,1,8,6.1
35678,1849,2022,9,22,22,0,1,10.7
35679,1849,2022,10,21,20,1,9,2.7
35680,1849,2022,11,22,20,2,2,3.3
35681,1849,2022,12,22,20,2,9,5.8
35682,1849,2023,1,22,20,2,1,3.9
35683,1849,2023,2,20,20,0,6,4.1
35684,1849,2023,3,23,23,0,7,4.4
35685,1849,2023,4,20,19,1,10,10.1
35686,1849,2023,5,23,23,0,5,1.8
35687,1849,2023,6,22,20,2,8,8.1
35688,1849,2023,7,21,21,0,7,8.1
35689,1849,2023,8,23,21,2,3,5.5
35690,1849,2023,9,21,20,1,3,0.0
35691,1849,2023,10,22,22,0,2,1.1
35692,1849,2023,11,22,20,2,2,5.3
35693,1849,2023,12,21,20,1,6,11.8
35694,1849,2024,1,23,21,2,0,4.9
35695,1849,2024,2,21,20,1,4,3.5
35696,1849,2024,3,21,19,2,7,7.5
35697,1849,2024,4,22,22,0,10,10.2
35698,1849,2024,5,23,22,1,1,2.0
35699,1849,2024,6,20,20,0,0,5.6
35700,1849,2024,7,23,22,1,9,4.9
35701,1849,2024,8,22,22,0,9,0.2
35702,1849,2024,9,21,20,1,0,8.9
35703,1849,2024,10,23,23,0,2,9.1
35704,1849,2024,11,21,20,1,6,1.1
35705,1849,2024,12,22,21,1,1,10.2
35706,1851,2021,4,22,20,2,3,10.9
35707,1851,2021,5,21,20,1,3,6.0
35708,1851,2021,6,22,20,2,7,7.8
35709,1851,2021,7,22,22,0,2,2.0
35710,1851,2021,8,22,22,0,9,1.2
35711,1851,2021,9,22,21,1,8,2.4
35712,1851,2021,10,21,19,2,4,6.2
35713,1851,2021,11,22,20,2,8,1.4
35714,1851,2021,12,23,23,0,0,6.6
35715,1851,2022,1,21,21,0,1,11.4
35716,1851,2022,2,20,19,1,3,11.1
35717,1851,2022,3,23,21,2,2,5.1
35718,1851,2022,4,21,20,1,10,6.3
35719,1851,2022,5,22,21,1,1,2.9
35720,1851,2022,6,22,20,2,2,2.5
35721,1851,2022,7,21,19,2,2,9.3
35722,1851,2022,8,23,22,1,9,11.1
35723,1851,2022,9,22,21,1,10,4.6
35724,1851,2022,10,21,20,1,8,6.2
35725,1851,2022,11,22,20,2,4,8.1
35726,1851,2022,12,22,22,0,3,10.0
35727,1851,2023,1,22,21,1,0,8.9
35728,1851,2023,2,20,20,0,7,5.5
35729,1851,2023,3,23,22,1,8,7.6
35730,1851,2023,4,20,20,0,4,9.6
35731,1851,2023,5,23,23,0,1,9.4
35732,1851,2023,6,22,22,0,2,0.2
35733,1851,2023,7,21,19,2,3,8.5
35734,1851,2023,8,23,23,0,0,10.3
35735,1851,2023,9,21,19,2,1,10.9
35736,1851,2023,10,22,22,0,1,3.5
35737,1851,2023,11,22,21,1,2,4.3
35738,1851,2023,12,21,21,0,1,11.7
35739,1851,2024,1,23,21,2,3,2.7
35740,1851,2024,2,21,20,1,4,6.6
35741,1851,2024,3,21,20,1,8,7.1
35742,1851,2024,4,22,20,2,3,2.4
35743,1851,2024,5,23,22,1,2,10.1
35744,1851,2024,6,20,20,0,6,8.9
35745,1851,2024,7,23,21,2,10,6.1
35746,1851,2024,8,22,22,0,4,4.8
35747,1851,2024,9,21,19,2,10,1.2
35748,1851,2024,10,23,22,1,0,6.1
35749,1851,2024,11,21,21,0,0,9.0
35750,1851,2024,12,22,20,2,0,11.7
35751,1852,2023,2,20,20,0,10,4.4
35752,1852,2023,3,23,21,2,2,2.1
35753,1852,2023,4,20,20,0,3,8.8
35754,1852,2023,5,23,23,0,6,1.6
35755,1852,2023,6,22,21,1,2,5.2
35756,1852,2023,7,21,20,1,10,4.5
35757,1852,2023,8,23,21,2,1,9.3
35758,1852,2023,9,21,21,0,9,3.3
35759,1852,2023,10,22,20,2,10,5.1
35760,1852,2023,11,22,22,0,6,1.4
35761,1852,2023,12,21,21,0,10,9.3
35762,1852,2024,1,23,23,0,8,10.0
35763,1852,2024,2,21,20,1,4,4.2
35764,1852,2024,3,21,21,0,1,0.6
35765,1852,2024,4,22,21,1,1,0.3
35766,1852,2024,5,23,21,2,2,11.3
35767,1852,2024,6,20,20,0,0,6.3
35768,1852,2024,7,23,22,1,7,1.2
35769,1852,2024,8,22,21,1,0,10.4
35770,1852,2024,9,21,21,0,5,1.9
35771,1852,2024,10,23,22,1,7,1.1
35772,1852,2024,11,21,20,1,8,8.9
35773,1852,2024,12,22,22,0,9,6.4
35774,1853,2020,1,23,23,0,1,7.8
35775,1853,2020,2,20,20,0,0,9.2
35776,1853,2020,3,22,20,2,8,9.1
35777,1853,2020,4,22,20,2,0,4.6
35778,1853,2020,5,21,19,2,3,0.3
35779,1853,2020,6,22,21,1,5,2.4
35780,1853,2020,7,23,22,1,8,3.6
35781,1853,2020,8,21,20,1,10,2.8
35782,1853,2020,9,22,22,0,1,7.6
35783,1853,2020,10,22,21,1,5,5.2
35784,1853,2020,11,21,21,0,7,7.8
35785,1853,2020,12,23,21,2,4,2.3
35786,1853,2021,1,21,19,2,3,1.8
35787,1853,2021,2,20,18,2,2,6.5
35788,1853,2021,3,23,21,2,2,9.9
35789,1853,2021,4,22,20,2,4,11.9
35790,1853,2021,5,21,20,1,2,1.9
35791,1853,2021,6,22,21,1,9,5.4
35792,1853,2021,7,22,20,2,7,8.7
35793,1853,2021,8,22,20,2,0,9.1
35794,1853,2021,9,22,22,0,5,9.3
35795,1853,2021,10,21,19,2,8,3.4
35796,1853,2021,11,22,20,2,4,8.3
35797,1853,2021,12,23,21,2,2,2.4
35798,1853,2022,1,21,19,2,10,4.1
35799,1853,2022,2,20,18,2,10,10.7
35800,1853,2022,3,23,23,0,1,11.4
35801,1853,2022,4,21,21,0,4,8.9
35802,1853,2022,5,22,22,0,10,3.6
35803,1853,2022,6,22,21,1,6,5.2
35804,1853,2022,7,21,19,2,6,6.7
35805,1853,2022,8,23,22,1,8,8.3
35806,1853,2022,9,22,20,2,8,11.5
35807,1853,2022,10,21,21,0,7,2.0
35808,1853,2022,11,22,21,1,0,5.7
35809,1853,2022,12,22,22,0,8,11.0
35810,1853,2023,1,22,21,1,0,8.5
35811,1853,2023,2,20,20,0,9,1.5
35812,1853,2023,3,23,21,2,1,11.5
35813,1853,2023,4,20,19,1,2,2.8
35814,1853,2023,5,23,23,0,6,0.6
35815,1853,2023,6,22,20,2,9,8.0
35816,1853,2023,7,21,20,1,2,4.2
35817,1853,2023,8,23,22,1,8,0.0
35818,1853,2023,9,21,21,0,5,3.8
35819,1853,2023,10,22,20,2,2,3.2
35820,1853,2023,11,22,22,0,0,6.0
35821,1853,2023,12,21,20,1,1,0.7
35822,1853,2024,1,23,23,0,5,7.2
35823,1853,2024,2,21,19,2,0,10.4
35824,1853,2024,3,21,20,1,5,5.9
35825,1853,2024,4,22,22,0,10,4.1
35826,1853,2024,5,23,23,0,10,3.4
35827,1853,2024,6,20,19,1,8,8.9
35828,1853,2024,7,23,22,1,5,10.8
35829,1853,2024,8,22,21,1,3,5.7
35830,1853,2024,9,21,19,2,0,1.8
35831,1853,2024,10,23,22,1,4,11.0
35832,1853,2024,11,21,19,2,6,10.2
35833,1853,2024,12,22,20,2,0,10.0
35834,1854,2022,12,22,20,2,8,6.3
35835,1854,2023,1,22,22,0,7,6.4
35836,1854,2023,2,20,18,2,6,3.7
35837,1854,2023,3,23,21,2,2,2.3
35838,1854,2023,4,20,20,0,8,4.9
35839,1854,2023,5,23,22,1,3,6.4
35840,1854,2023,6,22,21,1,1,0.6
35841,1854,2023,7,21,21,0,2,4.8
35842,1854,2023,8,23,22,1,9,0.8
35843,1854,2023,9,21,20,1,8,1.9
35844,1854,2023,10,22,22,0,6,8.9
35845,1854,2023,11,22,22,0,10,1.6
35846,1854,2023,12,21,19,2,0,9.4
35847,1854,2024,1,23,21,2,3,1.0
35848,1854,2024,2,21,20,1,7,11.4
35849,1854,2024,3,21,19,2,9,8.5
35850,1854,2024,4,22,21,1,1,11.3
35851,1854,2024,5,23,23,0,3,2.9
35852,1854,2024,6,20,18,2,7,2.2
35853,1854,2024,7,23,22,1,10,4.8
35854,1854,2024,8,22,22,0,5,10.0
35855,1854,2024,9,21,21,0,8,11.8
35856,1854,2024,10,23,21,2,0,11.2
35857,1854,2024,11,21,19,2,2,1.4
35858,1854,2024,12,22,22,0,0,11.7
35859,1855,2024,2,21,19,2,2,7.0
35860,1855,2024,3,21,20,1,10,1.6
35861,1855,2024,4,22,22,0,3,1.2
35862,1855,2024,5,23,22,1,4,5.1
35863,1855,2024,6,20,19,1,5,5.8
35864,1855,2024,7,23,21,2,2,10.5
35865,1855,2024,8,22,20,2,8,4.4
35866,1855,2024,9,21,20,1,9,7.5
35867,1855,2024,10,23,22,1,8,9.3
35868,1855,2024,11,21,21,0,1,0.8
35869,1855,2024,12,22,20,2,3,2.1
35870,1856,2021,10,21,21,0,2,0.5
35871,1856,2021,11,22,21,1,3,8.1
35872,1856,2021,12,23,21,2,0,8.0
35873,1856,2022,1,21,20,1,10,5.0
35874,1856,2022,2,20,19,1,6,6.2
35875,1856,2022,3,23,22,1,1,4.5
35876,1856,2022,4,21,21,0,6,10.2
35877,1856,2022,5,22,21,1,3,9.0
35878,1856,2022,6,22,22,0,4,1.3
35879,1856,2022,7,21,20,1,7,1.2
35880,1856,2022,8,23,22,1,7,6.4
35881,1856,2022,9,22,22,0,0,8.7
35882,1856,2022,10,21,20,1,6,10.6
35883,1856,2022,11,22,20,2,4,11.6
35884,1856,2022,12,22,20,2,3,1.4
35885,1856,2023,1,22,21,1,8,8.4
35886,1856,2023,2,20,20,0,5,4.6
35887,1856,2023,3,23,21,2,2,5.7
35888,1856,2023,4,20,18,2,7,2.8
35889,1856,2023,5,23,23,0,1,0.2
35890,1856,2023,6,22,22,0,6,8.7
35891,1856,2023,7,21,19,2,5,0.6
35892,1856,2023,8,23,21,2,2,10.7
35893,1856,2023,9,21,20,1,2,8.9
35894,1856,2023,10,22,22,0,9,11.9
35895,1856,2023,11,22,21,1,3,7.6
35896,1856,2023,12,21,21,0,7,2.4
35897,1856,2024,1,23,22,1,3,5.9
35898,1856,2024,2,21,20,1,3,10.2
35899,1856,2024,3,21,19,2,10,3.7
35900,1856,2024,4,22,20,2,1,11.5
35901,1856,2024,5,23,22,1,7,0.5
35902,1856,2024,6,20,19,1,0,11.3
35903,1856,2024,7,23,21,2,0,5.6
35904,1856,2024,8,22,20,2,9,10.3
35905,1856,2024,9,21,21,0,0,1.0
35906,1856,2024,10,23,21,2,7,10.8
35907,1856,2024,11,21,21,0,3,4.8
35908,1856,2024,12,22,20,2,0,5.5
35909,1857,2020,1,23,23,0,9,11.8
35910,1857,2020,2,20,18,2,1,7.6
35911,1857,2020,3,22,21,1,10,6.0
35912,1857,2020,4,22,20,2,3,4.0
35913,1857,2020,5,21,20,1,9,2.6
35914,1857,2020,6,22,22,0,9,7.4
35915,1857,2020,7,23,21,2,1,3.5
35916,1857,2020,8,21,20,1,10,2.9
35917,1857,2020,9,22,20,2,8,12.0
35918,1857,2020,10,22,22,0,8,6.1
35919,1857,2020,11,21,21,0,3,7.9
35920,1857,2020,12,23,22,1,9,10.2
35921,1857,2021,1,21,21,0,10,7.4
35922,1857,2021,2,20,19,1,1,6.7
35923,1858,2023,3,23,21,2,5,0.9
35924,1858,2023,4,20,18,2,4,10.3
35925,1858,2023,5,23,22,1,1,8.2
35926,1858,2023,6,22,20,2,8,0.5
35927,1858,2023,7,21,19,2,9,9.0
35928,1858,2023,8,23,21,2,9,8.2
35929,1858,2023,9,21,21,0,10,0.7
35930,1858,2023,10,22,22,0,7,1.8
35931,1858,2023,11,22,20,2,6,2.9
35932,1858,2023,12,21,19,2,1,7.2
35933,1858,2024,1,23,22,1,2,3.2
35934,1858,2024,2,21,19,2,10,3.8
35935,1858,2024,3,21,21,0,7,11.2
35936,1858,2024,4,22,21,1,1,9.0
35937,1858,2024,5,23,21,2,6,10.6
35938,1858,2024,6,20,19,1,5,2.0
35939,1858,2024,7,23,21,2,0,7.2
35940,1858,2024,8,22,20,2,10,8.9
35941,1858,2024,9,21,19,2,0,9.2
35942,1858,2024,10,23,22,1,9,6.4
35943,1858,2024,11,21,19,2,0,10.5
35944,1858,2024,12,22,20,2,4,4.0
35945,1859,2020,1,23,21,2,9,0.0
35946,1859,2020,2,20,19,1,5,7.6
35947,1859,2020,3,22,21,1,1,11.7
35948,1859,2020,4,22,21,1,7,2.2
35949,1859,2020,5,21,19,2,0,9.9
35950,1859,2020,6,22,20,2,9,6.9
35951,1859,2020,7,23,21,2,8,10.0
35952,1859,2020,8,21,20,1,2,5.5
35953,1859,2020,9,22,21,1,6,2.1
35954,1859,2020,10,22,22,0,2,11.1
35955,1859,2020,11,21,19,2,10,3.0
35956,1859,2020,12,23,21,2,6,7.5
35957,1859,2021,1,21,19,2,4,6.8
35958,1859,2021,2,20,19,1,7,11.4
35959,1859,2021,3,23,23,0,3,7.4
35960,1859,2021,4,22,20,2,2,7.5
35961,1859,2021,5,21,20,1,1,6.6
35962,1859,2021,6,22,20,2,8,11.9
35963,1859,2021,7,22,21,1,8,2.5
35964,1859,2021,8,22,21,1,9,0.5
35965,1859,2021,9,22,20,2,9,9.0
35966,1859,2021,10,21,20,1,5,3.8
35967,1859,2021,11,22,21,1,3,4.2
35968,1859,2021,12,23,23,0,0,8.7
35969,1859,2022,1,21,20,1,2,9.2
35970,1859,2022,2,20,19,1,1,6.5
35971,1859,2022,3,23,23,0,8,4.3
35972,1859,2022,4,21,21,0,5,11.1
35973,1859,2022,5,22,20,2,4,3.6
35974,1859,2022,6,22,20,2,9,1.2
35975,1859,2022,7,21,20,1,10,10.2
35976,1859,2022,8,23,23,0,3,3.1
35977,1859,2022,9,22,21,1,6,2.1
35978,1859,2022,10,21,20,1,0,3.2
35979,1859,2022,11,22,22,0,3,0.9
35980,1859,2022,12,22,22,0,7,5.3
35981,1859,2023,1,22,22,0,8,10.1
35982,1859,2023,2,20,20,0,10,5.5
35983,1859,2023,3,23,22,1,0,2.5
35984,1859,2023,4,20,20,0,6,4.6
35985,1859,2023,5,23,21,2,3,0.8
35986,1859,2023,6,22,21,1,3,7.4
35987,1859,2023,7,21,21,0,1,1.9
35988,1859,2023,8,23,21,2,10,11.1
35989,1859,2023,9,21,21,0,0,8.1
35990,1859,2023,10,22,20,2,4,5.6
35991,1859,2023,11,22,20,2,3,1.6
35992,1859,2023,12,21,20,1,2,3.4
35993,1859,2024,1,23,22,1,2,9.7
35994,1859,2024,2,21,21,0,7,9.7
35995,1859,2024,3,21,20,1,6,10.3
35996,1859,2024,4,22,20,2,4,9.8
35997,1859,2024,5,23,21,2,3,0.7
35998,1859,2024,6,20,20,0,7,5.7
35999,1859,2024,7,23,21,2,7,7.2
36000,1859,2024,8,22,20,2,1,3.3
36001,1859,2024,9,21,19,2,3,9.4
36002,1859,2024,10,23,22,1,4,5.8
36003,1859,2024,11,21,21,0,4,3.8
36004,1859,2024,12,22,22,0,4,7.9
36005,1860,2020,1,23,21,2,4,10.0
36006,1860,2020,2,20,18,2,0,4.7
36007,1860,2020,3,22,22,0,9,0.9
36008,1860,2020,4,22,21,1,5,7.1
36009,1860,2020,5,21,20,1,4,0.4
36010,1860,2020,6,22,21,1,1,10.9
36011,1860,2020,7,23,23,0,3,2.2
36012,1860,2020,8,21,20,1,1,0.7
36013,1860,2020,9,22,22,0,5,3.4
36014,1860,2020,10,22,20,2,0,9.8
36015,1860,2020,11,21,19,2,4,9.5
36016,1860,2020,12,23,23,0,0,3.9
36017,1860,2021,1,21,19,2,7,11.3
36018,1860,2021,2,20,18,2,0,10.6
36019,1860,2021,3,23,22,1,3,4.4
36020,1860,2021,4,22,21,1,0,7.6
36021,1860,2021,5,21,20,1,9,3.5
36022,1860,2021,6,22,20,2,5,5.4
36023,1860,2021,7,22,20,2,5,7.7
36024,1860,2021,8,22,21,1,2,0.7
36025,1860,2021,9,22,20,2,4,4.1
36026,1860,2021,10,21,20,1,10,7.4
36027,1860,2021,11,22,22,0,7,9.6
36028,1860,2021,12,23,21,2,0,9.3
36029,1860,2022,1,21,21,0,1,1.5
36030,1860,2022,2,20,19,1,6,0.4
36031,1860,2022,3,23,22,1,0,0.5
36032,1860,2022,4,21,19,2,2,9.3
36033,1860,2022,5,22,21,1,4,4.8
36034,1860,2022,6,22,20,2,5,10.7
36035,1860,2022,7,21,20,1,5,8.2
36036,1860,2022,8,23,23,0,1,7.0
36037,1860,2022,9,22,22,0,10,11.2
36038,1860,2022,10,21,20,1,1,4.0
36039,1860,2022,11,22,21,1,1,9.9
36040,1860,2022,12,22,20,2,5,0.2
36041,1860,2023,1,22,21,1,7,2.6
36042,1860,2023,2,20,18,2,7,8.8
36043,1860,2023,3,23,22,1,3,4.8
36044,1860,2023,4,20,18,2,8,4.2
36045,1860,2023,5,23,21,2,10,7.3
36046,1860,2023,6,22,22,0,5,10.6
36047,1860,2023,7,21,20,1,5,6.9
36048,1860,2023,8,23,21,2,1,5.7
36049,1860,2023,9,21,21,0,8,8.0
36050,1860,2023,10,22,22,0,9,0.3
36051,1860,2023,11,22,22,0,5,10.5
