history_id,employee_id,job_id,department_id,location_id,salary,start_date,end_date,change_reason
2006,1842,1,1,2,73100,2024-06-14,,Lateral Move
2007,1843,24,10,8,74600,2017-04-21,2019-09-30,New Hire
2008,1843,26,10,8,60800,2019-09-30,2024-01-18,Manager Request
2009,1843,24,10,8,71600,2024-01-18,,Lateral Move
2010,1844,19,9,5,104300,2023-07-16,,New Hire
2011,1845,45,24,13,75300,2017-04-27,2022-03-30,New Hire
2012,1845,45,24,13,65600,2022-03-30,2023-04-23,New Hire
2013,1845,45,24,13,80300,2023-04-23,2024-06-11,Department Restructure
2014,1845,45,24,13,82100,2024-06-11,,Promotion
2015,1846,37,20,4,143500,2017-01-25,2018-09-03,New Hire
2016,1846,35,20,4,79500,2018-09-03,2023-09-18,Manager Request
2017,1846,35,20,4,96800,2023-09-18,2024-11-12,Manager Request
2018,1846,36,20,4,128300,2024-11-12,,Manager Request
2019,1847,16,5,12,117800,2021-03-02,,New Hire
2020,1848,19,7,4,97700,2021-10-21,2023-10-18,New Hire
2021,1848,21,7,4,174700,2023-10-18,,Department Restructure
2022,1849,24,12,3,81300,2020-04-16,2023-03-10,New Hire
2023,1849,25,12,3,116200,2023-03-10,2024-12-25,Performance Based
2024,1849,24,12,3,81600,2024-12-25,,Department Restructure
2025,1850,47,25,12,146400,2015-12-11,2019-07-17,New Hire
2026,1850,47,25,12,169600,2019-07-17,,Performance Based
2027,1851,26,10,4,68500,2021-04-25,2023-11-17,New Hire
2028,1851,26,10,4,88000,2023-11-17,,New Hire
2029,1852,7,1,12,270100,2023-02-23,,New Hire
2030,1853,37,21,7,123200,2015-06-13,2021-09-17,New Hire
2031,1853,37,21,7,162200,2021-09-17,2023-01-10,Manager Request
2032,1853,35,21,7,78000,2023-01-10,2024-12-07,Promotion
2033,1853,37,21,7,136800,2024-12-07,,Lateral Move
2034,1854,48,25,7,197700,2022-12-18,2024-08-16,New Hire
2035,1854,48,25,7,201500,2024-08-16,,Promotion
2036,1855,19,8,11,86000,2024-02-17,,New Hire
2037,1856,42,22,13,56400,2021-10-06,2023-09-02,New Hire
2038,1856,44,22,13,295400,2023-09-02,,Promotion
2039,1857,24,13,12,91200,2015-11-30,2018-07-25,New Hire
2040,1857,23,13,12,50700,2018-07-25,2021-01-20,Manager Request
2041,1857,27,13,12,169400,2021-01-20,,Promotion
2042,1858,50,29,2,56700,2023-03-30,,New Hire
2043,1859,23,12,14,50400,2017-05-12,2021-01-23,New Hire
2044,1859,23,12,14,52600,2021-01-23,2024-12-18,New Hire
2045,1859,25,12,14,111100,2024-12-18,,Manager Request
2046,1860,48,25,3,202200,2019-09-08,2022-06-12,New Hire
2047,1860,48,25,3,192500,2022-06-12,2023-12-04,Manager Request
2048,1860,46,25,3,126100,2023-12-04,,New Hire
2049,1861,18,6,13,71300,2024-02-22,,New Hire
2050,1862,37,21,2,124900,2022-02-23,2023-11-06,New Hire
2051,1862,35,21,2,102700,2023-11-06,,Lateral Move
2052,1863,30,16,10,113500,2016-02-21,2022-06-19,New Hire
2053,1863,29,16,10,60300,2022-06-19,2023-11-14,Performance Based
2054,1863,32,16,10,81800,2023-11-14,2024-11-30,Department Restructure
2055,1863,30,16,10,112900,2024-11-30,,Promotion
2056,1864,18,7,10,69400,2020-11-04,2024-09-10,New Hire
2057,1864,21,7,10,174700,2024-09-10,,Manager Request
2058,1865,50,29,6,65000,2024-03-03,,New Hire
2059,1866,30,15,12,115400,2016-07-26,2024-04-12,New Hire
2060,1866,29,15,12,60400,2024-04-12,,Performance Based
2061,1867,30,15,6,108000,2022-06-01,2023-07-08,New Hire
2062,1867,30,15,6,119700,2023-07-08,,Department Restructure
2063,1868,13,2,2,151300,2019-12-29,2024-10-24,New Hire
2064,1868,12,2,2,113600,2024-10-24,,Department Restructure
2065,1869,49,28,10,87000,2018-04-22,2020-03-06,New Hire
2066,1869,50,28,10,56600,2020-03-06,2023-07-08,Lateral Move
2067,1869,50,28,10,53800,2023-07-08,2024-08-06,New Hire
2068,1869,49,28,10,84300,2024-08-06,,Manager Request
2069,1870,9,2,15,112400,2015-12-27,2017-05-14,New Hire
2070,1870,13,2,15,143300,2017-05-14,2022-04-03,Manager Request
2071,1870,8,2,15,77800,2022-04-03,,Promotion
2072,1871,44,22,7,244100,2017-05-20,2022-09-14,New Hire
2073,1871,43,22,7,140000,2022-09-14,2024-03-12,Promotion
2074,1871,44,22,7,257000,2024-03-12,,Manager Request
2075,1872,50,30,15,63100,2023-08-09,,New Hire
2076,1873,50,30,11,46800,2022-10-08,2023-11-04,New Hire
2077,1873,50,30,11,53900,2023-11-04,,Department Restructure
2078,1874,45,24,5,84600,2023-10-25,,New Hire
2079,1875,14,3,7,119600,2017-02-13,2018-09-02,New Hire
2080,1875,14,3,7,112800,2018-09-02,2021-01-05,Department Restructure
2081,1875,14,3,7,107100,2021-01-05,2022-10-25,Performance Based
2082,1875,14,3,7,105400,2022-10-25,,Promotion
2083,1876,12,2,11,124100,2024-07-05,,New Hire
2084,1877,44,22,14,279100,2016-03-16,2021-03-01,New Hire
2085,1877,44,22,14,289100,2021-03-01,2024-12-29,Performance Based
2086,1877,43,22,14,134200,2024-12-29,,Department Restructure
2087,1878,43,22,1,137400,2018-03-10,2024-08-01,New Hire
2088,1878,44,22,1,272500,2024-08-01,,Promotion
2089,1879,45,23,5,73200,2024-07-08,,New Hire
2090,1880,46,26,14,96100,2023-01-18,,New Hire
2091,1881,24,13,11,99500,2022-05-28,,New Hire
2092,1882,24,13,9,72200,2023-02-28,,New Hire
2093,1883,48,25,3,231300,2015-08-14,2017-03-23,New Hire
2094,1883,46,25,3,100700,2017-03-23,,Performance Based
2095,1884,49,29,14,71300,2024-01-12,,New Hire
2096,1885,49,28,3,76300,2019-10-20,,New Hire
2097,1886,36,21,7,129700,2016-09-04,2019-05-08,New Hire
2098,1886,37,21,7,137800,2019-05-08,2024-02-23,Department Restructure
2099,1886,35,21,7,89400,2024-02-23,,Lateral Move
2100,1887,21,6,11,188800,2023-12-06,,New Hire
2101,1888,30,15,4,90400,2016-04-26,2024-06-02,New Hire
2102,1888,30,15,4,114600,2024-06-02,,Manager Request
2103,1889,30,16,12,114300,2016-01-27,2018-03-26,New Hire
2104,1889,29,16,12,72200,2018-03-26,2024-11-29,Lateral Move
2105,1889,32,16,12,69000,2024-11-29,,Performance Based
2106,1890,15,4,7,102900,2024-09-05,,New Hire
2107,1891,47,26,13,128200,2024-05-25,,New Hire
2108,1892,15,4,1,138800,2022-10-22,2024-09-10,New Hire
2109,1892,15,4,1,137800,2024-09-10,,Department Restructure
2110,1893,18,6,6,74100,2024-07-23,,New Hire
2111,1894,42,22,10,56200,2015-07-13,2018-01-09,New Hire
2112,1894,43,22,10,140800,2018-01-09,,Manager Request
2113,1895,50,30,1,57100,2020-09-26,2024-03-13,New Hire
2114,1895,50,30,1,54400,2024-03-13,,Department Restructure
2115,1896,46,27,10,128300,2021-10-06,2024-07-17,New Hire
2116,1896,46,27,10,108100,2024-07-17,,Lateral Move
2117,1897,19,9,12,104500,2016-11-03,2023-11-13,New Hire
2118,1897,19,9,12,100800,2023-11-13,2024-12-13,Promotion
2119,1897,45,9,12,65300,2024-12-13,,Lateral Move
2120,1898,37,21,11,132100,2022-02-10,2023-09-04,New Hire
2121,1898,37,21,11,161700,2023-09-04,,Manager Request
2122,1899,29,14,5,61300,2023-11-05,,New Hire
2123,1900,37,18,14,123000,2022-03-11,2024-08-24,New Hire
2124,1900,34,18,14,51400,2024-08-24,,New Hire
2125,1901,15,4,9,144100,2017-07-03,2022-05-03,New Hire
2126,1901,15,4,9,113500,2022-05-03,2024-11-25,Department Restructure
2127,1901,15,4,9,120900,2024-11-25,,Department Restructure
2128,1902,47,27,2,129800,2018-12-04,2024-05-24,New Hire
2129,1902,48,27,2,207500,2024-05-24,,Promotion
2130,1903,47,25,15,134000,2024-01-19,,New Hire
2131,1904,17,5,12,145500,2020-10-08,2023-06-08,New Hire
2132,1904,17,5,12,191700,2023-06-08,2024-09-07,Department Restructure
2133,1904,16,5,12,150300,2024-09-07,,Department Restructure
2134,1905,25,12,6,122200,2022-08-13,2024-12-15,New Hire
2135,1905,23,12,6,46900,2024-12-15,,Performance Based
2136,1906,19,9,5,100600,2023-01-25,,New Hire
2137,1907,14,3,9,93100,2017-09-14,2023-07-12,New Hire
2138,1907,14,3,9,111200,2023-07-12,2024-12-21,Department Restructure
2139,1907,14,3,9,111700,2024-12-21,,Department Restructure
2140,1908,44,22,9,313200,2016-07-16,2023-10-26,New Hire
2141,1908,42,22,9,66000,2023-10-26,2024-11-20,Performance Based
2142,1908,42,22,9,59600,2024-11-20,,Promotion
2143,1909,35,20,4,106400,2023-05-18,,New Hire
2144,1910,48,27,13,219500,2015-06-27,2023-01-12,New Hire
2145,1910,46,27,13,124700,2023-01-12,2024-02-16,New Hire
2146,1910,46,27,13,120600,2024-02-16,,Promotion
2147,1911,14,3,6,123600,2020-10-09,2024-02-28,New Hire
2148,1911,14,3,6,125900,2024-02-28,,Department Restructure
2149,1912,42,22,5,70800,2024-07-20,,New Hire
2150,1913,40,19,15,97600,2018-06-06,2024-12-30,New Hire
2151,1913,40,19,15,110200,2024-12-30,,Department Restructure
2152,1914,23,12,3,57300,2018-09-11,2022-02-17,New Hire
2153,1914,24,12,3,90200,2022-02-17,2023-08-24,Manager Request
2154,1914,25,12,3,96200,2023-08-24,2024-12-03,Promotion
2155,1914,23,12,3,48200,2024-12-03,,New Hire
2156,1915,30,14,3,96900,2020-12-11,2022-06-24,New Hire
2157,1915,29,14,3,62800,2022-06-24,,Promotion
2158,1916,30,16,8,103100,2019-02-05,2021-12-07,New Hire
2159,1916,29,16,8,65300,2021-12-07,,Performance Based
2160,1917,17,5,1,182400,2015-01-28,2022-07-29,New Hire
2161,1917,16,5,1,115700,2022-07-29,,Promotion
2162,1918,23,11,8,48200,2017-03-30,2021-11-05,New Hire
2163,1918,27,11,8,133100,2021-11-05,2023-11-08,Promotion
2164,1918,27,11,8,150500,2023-11-08,,Promotion
2165,1919,17,5,14,182600,2023-10-06,,New Hire
2166,1920,2,26,14,95000,2018-11-14,2022-01-21,New Hire
2167,1920,46,26,14,110600,2022-01-21,2024-05-10,New Hire
2168,1920,2,26,14,125700,2024-05-10,,Lateral Move
2169,1921,4,1,12,194000,2018-03-05,2019-04-17,New Hire
2170,1921,5,1,12,258300,2019-04-17,2023-05-28,Department Restructure
2171,1921,4,1,12,213900,2023-05-28,2024-09-02,Performance Based
2172,1921,1,1,12,66400,2024-09-02,,Performance Based
2173,1922,46,25,13,124600,2022-11-15,2024-01-06,New Hire
2174,1922,47,25,13,154500,2024-01-06,,New Hire
2175,1923,29,17,7,58800,2024-08-06,,New Hire
2176,1924,17,5,11,145900,2017-04-01,2018-09-13,New Hire
2177,1924,17,5,11,145600,2018-09-13,2020-01-15,New Hire
2178,1924,16,5,11,137600,2020-01-15,,Lateral Move
2179,1925,30,14,6,92100,2019-10-20,2021-03-24,New Hire
2180,1925,30,14,6,91800,2021-03-24,2024-11-16,Department Restructure
2181,1925,29,14,6,73900,2024-11-16,,Department Restructure
2182,1926,49,29,5,70500,2015-01-07,2019-06-17,New Hire
2183,1926,50,29,5,47200,2019-06-17,2023-02-16,Performance Based
2184,1926,49,29,5,72300,2023-02-16,2024-03-02,Manager Request
2185,1926,50,29,5,61100,2024-03-02,,New Hire
2186,1927,20,6,9,147900,2019-02-02,2022-02-12,New Hire
2187,1927,18,6,9,66500,2022-02-12,2024-01-05,Manager Request
2188,1927,20,6,9,121100,2024-01-05,,Promotion
2189,1928,25,12,5,123400,2023-05-06,,New Hire
2190,1929,49,29,11,68900,2023-05-04,,New Hire
2191,1930,29,15,4,56500,2021-02-20,2024-05-28,New Hire
2192,1930,30,15,4,94500,2024-05-28,,Promotion
2193,1931,16,5,12,128800,2022-12-28,,New Hire
2194,1932,30,16,3,108300,2020-08-29,2024-10-22,New Hire
2195,1932,29,16,3,69600,2024-10-22,,New Hire
2196,1933,3,26,3,163300,2019-06-21,2022-02-08,New Hire
2197,1933,46,26,3,104100,2022-02-08,2024-09-21,Promotion
2198,1933,2,26,3,107600,2024-09-21,,Performance Based
2199,1934,37,18,12,138000,2018-01-21,2019-03-14,New Hire
2200,1934,36,18,12,149900,2019-03-14,2023-03-01,Lateral Move
2201,1934,36,18,12,112200,2023-03-01,2024-10-02,New Hire
2202,1934,35,18,12,102200,2024-10-02,,Performance Based
2203,1935,30,17,1,100600,2017-06-25,2018-08-01,New Hire
2204,1935,30,17,1,120800,2018-08-01,2022-04-08,New Hire
2205,1935,29,17,1,65300,2022-04-08,2024-01-20,Manager Request
2206,1935,30,17,1,91200,2024-01-20,,Promotion
2207,1936,35,21,4,107700,2018-02-15,2024-04-17,New Hire
2208,1936,36,21,4,111600,2024-04-17,,Performance Based
2209,1937,15,4,15,129200,2022-02-08,2023-02-22,New Hire
2210,1937,15,4,15,106900,2023-02-22,,Department Restructure
2211,1938,31,14,3,72400,2015-08-27,2017-06-16,New Hire
2212,1938,29,14,3,70400,2017-06-16,2019-02-25,Manager Request
2213,1938,30,14,3,99300,2019-02-25,,New Hire
2214,1939,44,22,11,230600,2023-05-17,,New Hire
2215,1940,29,15,8,61500,2017-04-19,2019-04-25,New Hire
2216,1940,30,15,8,107900,2019-04-25,2020-08-05,Promotion
2217,1940,29,15,8,71500,2020-08-05,2024-04-02,Performance Based
2218,1940,30,15,8,113700,2024-04-02,,New Hire
2219,1941,23,12,4,63000,2016-01-23,2022-08-07,New Hire
2220,1941,23,12,4,52600,2022-08-07,2023-10-20,Manager Request
2221,1941,24,12,4,89900,2023-10-20,2024-11-10,Lateral Move
2222,1941,24,12,4,77800,2024-11-10,,Manager Request
2223,1942,36,21,2,101100,2016-11-02,2018-12-18,New Hire
2224,1942,35,21,2,81200,2018-12-18,2021-09-16,Lateral Move
2225,1942,37,21,2,127400,2021-09-16,2023-07-03,New Hire
2226,1942,37,21,2,159500,2023-07-03,2024-11-15,Performance Based
2227,1942,37,21,2,125200,2024-11-15,,Performance Based
2228,1943,30,15,7,93500,2020-12-01,2024-01-10,New Hire
2229,1943,29,15,7,67000,2024-01-10,,Promotion
2230,1944,7,1,11,303100,2015-07-03,2021-09-15,New Hire
2231,1944,6,1,11,212500,2021-09-15,2023-12-18,Manager Request
2232,1944,1,1,11,74600,2023-12-18,2024-12-20,Promotion
2233,1944,4,1,11,177500,2024-12-20,,Manager Request
2234,1945,15,4,14,138400,2015-12-19,2022-06-21,New Hire
2235,1945,15,4,14,115400,2022-06-21,2024-01-22,New Hire
2236,1945,15,4,14,130100,2024-01-22,,Performance Based
2237,1946,16,5,2,112500,2022-10-09,2024-11-13,New Hire
2238,1946,17,5,2,148600,2024-11-13,,Performance Based
2239,1947,50,29,5,47800,2017-07-11,2021-02-10,New Hire
2240,1947,50,29,5,54700,2021-02-10,2024-05-02,Manager Request
2241,1947,49,29,5,84100,2024-05-02,,Manager Request
2242,1948,44,22,5,302300,2016-04-09,2021-07-08,New Hire
2243,1948,43,22,5,142800,2021-07-08,2024-06-11,Promotion
2244,1948,43,22,5,150100,2024-06-11,,Department Restructure
2245,1949,15,4,6,141500,2015-12-18,2021-01-20,New Hire
2246,1949,15,4,6,112900,2021-01-20,2023-10-16,Manager Request
2247,1949,15,4,6,126100,2023-10-16,2024-12-05,Lateral Move
2248,1949,15,4,6,137300,2024-12-05,,New Hire
2249,1950,17,5,15,176200,2018-03-25,2021-09-15,New Hire
2250,1950,16,5,15,127500,2021-09-15,,Department Restructure
2251,1951,14,3,12,124500,2016-09-04,2018-01-21,New Hire
2252,1951,14,3,12,126400,2018-01-21,2024-02-25,Manager Request
2253,1951,14,3,12,117800,2024-02-25,,Department Restructure
2254,1952,14,3,13,113100,2023-02-28,,New Hire
2255,1953,30,14,15,114300,2019-08-27,2020-12-23,New Hire
2256,1953,31,14,15,89900,2020-12-23,,New Hire
2257,1954,32,16,9,73300,2020-12-25,2023-02-19,New Hire
2258,1954,30,16,9,106300,2023-02-19,,Manager Request
2259,1955,45,24,9,86100,2017-08-25,2020-02-24,New Hire
2260,1955,45,24,9,78700,2020-02-24,2024-07-19,Lateral Move
2261,1955,45,24,9,82300,2024-07-19,,Lateral Move
2262,1956,15,4,3,141000,2019-01-22,2020-07-11,New Hire
2263,1956,15,4,3,142600,2020-07-11,2022-11-14,Manager Request
2264,1956,15,4,3,129400,2022-11-14,,Lateral Move
2265,1957,50,30,12,49800,2024-04-17,,New Hire
2266,1958,45,23,14,76200,2022-11-16,2024-07-07,New Hire
2267,1958,45,23,14,65800,2024-07-07,,New Hire
2268,1959,16,5,12,121000,2015-02-25,2018-03-19,New Hire
2269,1959,17,5,12,148400,2018-03-19,2019-07-15,New Hire
2270,1959,16,5,12,116100,2019-07-15,,Department Restructure
2271,1960,26,10,15,72300,2018-10-17,,New Hire
2272,1961,19,6,14,85300,2024-05-07,,New Hire
2273,1962,24,10,3,82700,2016-10-08,2018-12-22,New Hire
2274,1962,23,10,3,59600,2018-12-22,2023-10-22,New Hire
2275,1962,26,10,3,67000,2023-10-22,2024-11-16,Performance Based
2276,1962,26,10,3,67400,2024-11-16,,Performance Based
2277,1963,9,2,12,108700,2024-03-26,,New Hire
2278,1964,36,21,2,141400,2016-11-10,2018-06-09,New Hire
2279,1964,35,21,2,99600,2018-06-09,2023-05-20,Manager Request
2280,1964,37,21,2,137400,2023-05-20,2024-06-06,Performance Based
2281,1964,35,21,2,80200,2024-06-06,,New Hire
2282,1965,50,28,13,45600,2018-03-05,2021-03-21,New Hire
2283,1965,50,28,13,51400,2021-03-21,2023-08-11,Manager Request
2284,1965,50,28,13,53100,2023-08-11,2024-08-14,Promotion
2285,1965,49,28,13,70200,2024-08-14,,Department Restructure
2286,1966,18,7,1,66000,2015-12-19,2023-10-20,New Hire
2287,1966,18,7,1,65100,2023-10-20,2024-12-11,Lateral Move
2288,1966,20,7,1,118600,2024-12-11,,Performance Based
2289,1967,3,1,3,163800,2019-06-23,2023-03-22,New Hire
2290,1967,4,1,3,198100,2023-03-22,2024-03-23,Promotion
2291,1967,4,1,3,217700,2024-03-23,,Manager Request
2292,1968,31,14,8,77600,2020-08-22,2022-12-23,New Hire
2293,1968,30,14,8,97100,2022-12-23,2024-11-09,Department Restructure
2294,1968,30,14,8,108400,2024-11-09,,Lateral Move
2295,1969,19,6,4,105500,2015-11-23,2023-09-16,New Hire
2296,1969,20,6,4,115500,2023-09-16,2024-11-08,Performance Based
2297,1969,19,6,4,101600,2024-11-08,,Manager Request
2298,1970,48,25,13,185500,2020-08-20,2024-12-25,New Hire
2299,1970,46,25,13,101300,2024-12-25,,Department Restructure
2300,1971,25,10,10,116800,2019-11-04,2021-07-09,New Hire
2301,1971,25,10,10,122000,2021-07-09,2022-10-08,Department Restructure
2302,1971,24,10,10,87300,2022-10-08,,Lateral Move
2303,1972,36,21,13,104900,2015-03-07,2018-04-09,New Hire
2304,1972,37,21,13,128600,2018-04-09,2024-04-22,New Hire
2305,1972,37,21,13,127600,2024-04-22,,Manager Request
2306,1973,15,4,2,114100,2018-04-29,2021-07-26,New Hire
2307,1973,15,4,2,100300,2021-07-26,2023-06-23,Manager Request
2308,1973,15,4,2,122200,2023-06-23,2024-09-03,Department Restructure
2309,1973,15,4,2,102300,2024-09-03,,Department Restructure
2310,1974,19,9,10,114400,2023-07-27,,New Hire
2311,1975,26,10,6,72300,2021-12-17,2023-09-07,New Hire
2312,1975,25,10,6,125300,2023-09-07,,Manager Request
2313,1976,30,17,13,99200,2024-10-30,,New Hire
2314,1977,16,5,8,123100,2016-10-14,2020-10-14,New Hire
2315,1977,17,5,8,180300,2020-10-14,2023-09-25,Manager Request
2316,1977,16,5,8,117900,2023-09-25,2024-12-02,New Hire
2317,1977,17,5,8,179700,2024-12-02,,Promotion
2318,1978,30,15,7,93800,2017-01-12,2020-07-28,New Hire
2319,1978,30,15,7,97800,2020-07-28,2023-11-28,Manager Request
2320,1978,30,15,7,100100,2023-11-28,2024-11-27,Department Restructure
2321,1978,29,15,7,73800,2024-11-27,,New Hire
2322,1979,25,11,1,129900,2020-06-18,2023-02-06,New Hire
2323,1979,24,11,1,99800,2023-02-06,2024-07-30,Department Restructure
2324,1979,23,11,1,62900,2024-07-30,,Department Restructure
2325,1980,35,21,13,82800,2015-05-13,2024-08-21,New Hire
2326,1980,35,21,13,96700,2024-08-21,,Performance Based
2327,1981,9,2,3,125400,2023-07-09,,New Hire
2328,1982,26,10,2,86100,2020-11-23,2022-03-15,New Hire
2329,1982,26,10,2,88800,2022-03-15,2024-03-28,Department Restructure
2330,1982,24,10,2,94800,2024-03-28,,Performance Based
2331,1983,47,25,12,133200,2018-12-05,2021-02-01,New Hire
2332,1983,46,25,12,105600,2021-02-01,2023-10-18,Manager Request
2333,1983,47,25,12,150900,2023-10-18,2024-11-02,Performance Based
2334,1983,47,25,12,129100,2024-11-02,,Manager Request
2335,1984,23,13,6,56200,2021-09-15,2024-10-06,New Hire
2336,1984,23,13,6,51000,2024-10-06,,New Hire
2337,1985,48,27,13,222700,2015-03-04,2016-10-25,New Hire
2338,1985,48,27,13,206200,2016-10-25,,Manager Request
2339,1986,29,17,2,74800,2024-05-06,,New Hire
2340,1987,31,14,11,78700,2016-11-15,2022-05-02,New Hire
2341,1987,29,14,11,63700,2022-05-02,2024-03-12,Department Restructure
2342,1987,30,14,11,91000,2024-03-12,,Performance Based
2343,1988,47,27,8,125800,2018-06-15,,New Hire
2344,1989,48,27,3,202700,2023-08-04,,New Hire
2345,1990,30,14,15,100000,2022-05-29,2023-12-18,New Hire
2346,1990,30,14,15,110500,2023-12-18,,Manager Request
2347,1991,2,26,15,93600,2015-03-13,,New Hire
2348,1992,29,17,2,68400,2024-07-24,,New Hire
2349,1993,24,12,6,82400,2024-03-18,,New Hire
2350,1994,45,9,15,72900,2024-05-31,,New Hire
2351,1995,17,5,10,187000,2020-10-30,2023-11-24,New Hire
2352,1995,17,5,10,163000,2023-11-24,2024-12-26,Performance Based
2353,1995,16,5,10,146300,2024-12-26,,Performance Based
2354,1996,23,13,11,57300,2019-06-04,2022-01-18,New Hire
2355,1996,23,13,11,48900,2022-01-18,2023-10-02,Lateral Move
2356,1996,23,13,11,52100,2023-10-02,,Promotion
2357,1997,24,13,11,85500,2019-12-01,2021-06-13,New Hire
2358,1997,27,13,11,161900,2021-06-13,2023-04-16,Manager Request
2359,1997,23,13,11,51700,2023-04-16,,Department Restructure
2360,1998,48,25,1,234600,2024-05-26,,New Hire
2361,1999,39,19,12,60700,2022-12-12,,New Hire
2362,2000,36,21,12,109300,2022-04-30,2024-05-28,New Hire
2363,2000,37,21,12,128700,2024-05-28,,New Hire
2364,2001,45,9,2,66600,2015-12-10,2018-06-10,New Hire
2365,2001,18,9,2,81100,2018-06-10,2022-03-17,Performance Based
2366,2001,19,9,2,112000,2022-03-17,2023-04-07,Performance Based
2367,2001,18,9,2,75800,2023-04-07,2024-10-12,New Hire
2368,2001,18,9,2,67000,2024-10-12,,Lateral Move
2369,2002,15,4,4,112700,2017-01-13,2021-07-26,New Hire
2370,2002,15,4,4,102700,2021-07-26,2024-09-11,Department Restructure
2371,2002,15,4,4,124500,2024-09-11,,Manager Request
2372,2003,4,1,11,173700,2022-01-10,2023-06-27,New Hire
2373,2003,4,1,11,178100,2023-06-27,,New Hire
2374,2004,23,10,6,63100,2022-05-29,2023-11-12,New Hire
2375,2004,24,10,6,89100,2023-11-12,,Promotion
2376,2005,34,20,9,48200,2023-04-30,,New Hire
2377,2006,50,28,3,47300,2017-06-11,2022-07-15,New Hire
2378,2006,50,28,3,52700,2022-07-15,2024-05-12,New Hire
2379,2006,50,28,3,58900,2024-05-12,,Lateral Move
2380,2007,14,3,7,118300,2022-04-28,2024-02-05,New Hire
2381,2007,14,3,7,95300,2024-02-05,,New Hire
2382,2008,20,7,12,148500,2016-03-01,2022-01-01,New Hire
2383,2008,21,7,12,179400,2022-01-01,2023-03-10,Performance Based
2384,2008,18,7,12,73100,2023-03-10,,Department Restructure
2385,2009,36,20,6,140800,2021-12-30,2024-08-28,New Hire
2386,2009,37,20,6,145100,2024-08-28,,Promotion
2387,2010,18,6,9,84000,2017-11-06,2021-02-14,New Hire
2388,2010,20,6,9,120400,2021-02-14,2023-10-18,Manager Request
2389,2010,18,6,9,71300,2023-10-18,2024-12-19,New Hire
2390,2010,20,6,9,141800,2024-12-19,,New Hire
2391,2011,20,6,3,127200,2017-02-04,2022-11-07,New Hire
2392,2011,21,6,3,170900,2022-11-07,2024-10-24,New Hire
2393,2011,18,6,3,66700,2024-10-24,,Performance Based
2394,2012,23,11,2,59300,2017-05-29,2023-02-24,New Hire
2395,2012,27,11,2,137200,2023-02-24,2024-09-09,Manager Request
2396,2012,27,11,2,149900,2024-09-09,,Manager Request
2397,2013,29,17,2,57100,2018-02-16,2023-11-24,New Hire
2398,2013,29,17,2,72800,2023-11-24,2024-12-24,Promotion
2399,2013,29,17,2,72900,2024-12-24,,Department Restructure
2400,2014,43,22,5,145900,2018-08-08,2021-11-22,New Hire
2401,2014,44,22,5,301300,2021-11-22,2023-06-27,Performance Based
2402,2014,43,22,5,150500,2023-06-27,2024-07-17,New Hire
2403,2014,42,22,5,55300,2024-07-17,,Manager Request
2404,2015,20,6,10,133600,2017-08-30,2018-11-27,New Hire
2405,2015,19,6,10,95100,2018-11-27,2022-11-11,Manager Request
2406,2015,19,6,10,110400,2022-11-11,2023-11-29,New Hire
2407,2015,19,6,10,98400,2023-11-29,,Promotion
2408,2016,17,5,2,146900,2020-12-29,2022-08-30,New Hire
2409,2016,16,5,2,135800,2022-08-30,2023-09-09,Manager Request
2410,2016,17,5,2,149200,2023-09-09,,Manager Request
2411,2017,25,10,1,106100,2018-11-21,2021-11-02,New Hire
2412,2017,23,10,1,48800,2021-11-02,2024-07-05,New Hire
2413,2017,25,10,1,95900,2024-07-05,,Department Restructure
2414,2018,32,16,1,84200,2016-05-16,2024-01-31,New Hire
2415,2018,32,16,1,76400,2024-01-31,,Manager Request
2416,2019,27,11,9,140200,2015-12-31,2017-06-04,New Hire
2417,2019,23,11,9,56700,2017-06-04,2018-09-03,Manager Request
2418,2019,23,11,9,54800,2018-09-03,2020-06-27,Lateral Move
2419,2019,23,11,9,56000,2020-06-27,2021-12-31,Lateral Move
2420,2019,23,11,9,64100,2021-12-31,,Performance Based
2421,2020,10,2,12,130300,2015-06-30,2024-04-17,New Hire
2422,2020,9,2,12,115600,2024-04-17,,Department Restructure
2423,2021,45,23,10,92700,2021-07-21,2023-11-13,New Hire
2424,2021,45,23,10,75300,2023-11-13,,New Hire
2425,2022,29,15,13,65400,2017-09-16,2023-05-21,New Hire
2426,2022,29,15,13,61000,2023-05-21,2024-06-19,Lateral Move
2427,2022,29,15,13,70600,2024-06-19,,New Hire
2428,2023,19,9,4,106300,2018-12-20,,New Hire
2429,2024,9,2,14,95500,2017-06-08,2019-01-28,New Hire
2430,2024,9,2,14,98900,2019-01-28,,Lateral Move
2431,2025,50,28,15,60200,2018-07-05,2020-12-06,New Hire
2432,2025,49,28,15,93900,2020-12-06,2023-06-17,Manager Request
2433,2025,49,28,15,82200,2023-06-17,2024-08-14,Promotion
2434,2025,49,28,15,80300,2024-08-14,,Promotion
2435,2026,29,15,14,70600,2017-02-12,2021-12-28,New Hire
2436,2026,30,15,14,112100,2021-12-28,2024-12-06,Performance Based
2437,2026,29,15,14,58900,2024-12-06,,Performance Based
2438,2027,29,15,9,69900,2017-09-16,2018-10-16,New Hire
2439,2027,30,15,9,114400,2018-10-16,,New Hire
2440,2028,49,30,8,75600,2017-05-22,2022-03-10,New Hire
2441,2028,50,30,8,46800,2022-03-10,2023-09-18,Lateral Move
