training_id,employee_id,course_name,course_category,completion_date,score,passed
9066,1609,Business Writing,Soft Skills,2021-02-14,89.8,Yes
9067,1609,Workplace Harassment Prevention,Compliance,2019-09-18,81.5,Yes
9068,1609,Cybersecurity Awareness,Security,2020-08-29,100.0,Yes
9069,1609,Python for Data Analysis,Technical,2017-12-06,82.6,Yes
9070,1609,Financial Modeling,Finance,2018-01-01,85.5,Yes
9071,1609,SQL for Analysts,Technical,2018-03-31,41.1,No
9072,1609,Leadership Fundamentals,Leadership,2021-04-19,70.6,Yes
9073,1609,Supply Chain Management,Operations,2020-04-03,84.5,Yes
9074,1609,Effective Communication,Soft Skills,2024-08-29,92.3,Yes
9075,1609,Business Writing,Soft Skills,2023-08-04,91.7,Yes
9076,1609,Diversity & Inclusion,DEI,2019-02-24,77.8,Yes
9077,1609,Diversity & Inclusion,DEI,2024-06-12,51.3,No
9078,1609,Agile & Scrum Fundamentals,Technical,2021-03-06,67.8,No
9079,1609,SQL for Analysts,Technical,2020-03-28,64.5,No
9080,1609,Python for Data Analysis,Technical,2024-04-09,78.0,Yes
9081,1609,Power BI Fundamentals,Technical,2018-06-24,65.1,No
9082,1609,Risk & Compliance Fundamentals,Compliance,2020-02-16,70.2,Yes
9083,1610,Effective Communication,Soft Skills,2019-03-18,61.5,No
9084,1610,Business Writing,Soft Skills,2018-01-02,80.6,Yes
9085,1610,Advanced Excel,Technical,2018-08-27,88.2,Yes
9086,1610,Effective Communication,Soft Skills,2022-05-27,68.8,No
9087,1610,Change Management,Management,2024-12-25,91.6,Yes
9088,1610,Effective Communication,Soft Skills,2018-11-05,74.3,Yes
9089,1610,Effective Communication,Soft Skills,2018-10-30,64.3,No
9090,1610,Cloud Computing Essentials,Technical,2023-01-26,66.9,No
9091,1610,Cybersecurity Awareness,Security,2021-05-27,85.2,Yes
9092,1610,Presentation Skills,Soft Skills,2024-08-20,72.6,Yes
9093,1610,Power BI Fundamentals,Technical,2017-12-27,77.6,Yes
9094,1610,Supply Chain Management,Operations,2020-10-21,72.9,Yes
9095,1610,Power BI Fundamentals,Technical,2023-01-28,86.4,Yes
9096,1610,Financial Modeling,Finance,2018-11-15,73.5,Yes
9097,1610,Power BI Fundamentals,Technical,2021-01-10,45.4,No
9098,1610,Python for Data Analysis,Technical,2017-11-12,72.7,Yes
9099,1610,Change Management,Management,2018-05-28,72.6,Yes
9100,1610,Risk & Compliance Fundamentals,Compliance,2024-05-14,68.5,No
9101,1610,Python for Data Analysis,Technical,2023-09-18,86.2,Yes
9102,1610,Change Management,Management,2017-10-13,86.8,Yes
9103,1610,Change Management,Management,2020-06-05,100.0,Yes
9104,1610,Diversity & Inclusion,DEI,2020-07-28,63.6,No
9105,1611,Workplace Harassment Prevention,Compliance,2023-01-21,80.1,Yes
9106,1611,Cloud Computing Essentials,Technical,2021-08-10,76.5,Yes
9107,1611,Power BI Fundamentals,Technical,2023-01-03,82.5,Yes
9108,1611,Supply Chain Management,Operations,2023-07-04,87.3,Yes
9109,1611,Risk & Compliance Fundamentals,Compliance,2021-06-28,77.8,Yes
9110,1611,Effective Communication,Soft Skills,2024-07-21,71.2,Yes
9111,1611,Supply Chain Management,Operations,2022-05-09,90.2,Yes
9112,1611,Cloud Computing Essentials,Technical,2023-11-08,70.1,Yes
9113,1611,Manager Effectiveness,Leadership,2021-09-25,76.2,Yes
9114,1611,Data Privacy & GDPR,Compliance,2023-01-03,85.7,Yes
9115,1611,Unconscious Bias Training,DEI,2024-12-31,50.7,No
9116,1611,Supply Chain Management,Operations,2023-03-18,63.7,No
9117,1611,Strategic Thinking,Leadership,2022-04-01,55.9,No
9118,1611,Cloud Computing Essentials,Technical,2023-12-14,87.9,Yes
9119,1612,Financial Modeling,Finance,2024-11-26,87.3,Yes
9120,1612,Power BI Fundamentals,Technical,2024-08-28,86.1,Yes
9121,1612,Manager Effectiveness,Leadership,2024-12-16,69.1,No
9122,1612,Cybersecurity Awareness,Security,2024-09-19,50.3,No
9123,1613,Project Management Professional,Management,2021-06-07,82.9,Yes
9124,1613,Machine Learning Basics,Technical,2023-05-08,49.2,No
9125,1613,Workplace Harassment Prevention,Compliance,2023-03-04,96.6,Yes
9126,1613,Strategic Thinking,Leadership,2023-06-25,70.8,Yes
9127,1613,Supply Chain Management,Operations,2024-06-09,64.9,No
9128,1613,Data Privacy & GDPR,Compliance,2024-07-15,78.7,Yes
9129,1613,Python for Data Analysis,Technical,2024-08-07,83.7,Yes
9130,1613,Negotiation Skills,Soft Skills,2022-09-07,75.4,Yes
9131,1613,Python for Data Analysis,Technical,2024-01-26,75.1,Yes
9132,1613,Change Management,Management,2022-07-11,76.9,Yes
9133,1613,Customer Service Excellence,Customer Success,2023-02-09,65.8,No
9134,1613,Financial Modeling,Finance,2023-02-23,70.0,Yes
9135,1613,Risk & Compliance Fundamentals,Compliance,2022-02-15,67.2,No
9136,1613,Effective Communication,Soft Skills,2021-05-25,90.2,Yes
9137,1614,Cybersecurity Awareness,Security,2023-06-23,75.2,Yes
9138,1614,Power BI Fundamentals,Technical,2024-01-05,79.5,Yes
9139,1614,Agile & Scrum Fundamentals,Technical,2023-08-31,93.7,Yes
9140,1614,Supply Chain Management,Operations,2023-04-27,76.6,Yes
9141,1614,Advanced Excel,Technical,2024-03-10,80.8,Yes
9142,1614,SQL for Analysts,Technical,2023-11-04,68.2,No
9143,1614,Business Writing,Soft Skills,2024-05-25,83.8,Yes
9144,1614,Machine Learning Basics,Technical,2023-10-16,87.2,Yes
9145,1615,Python for Data Analysis,Technical,2021-07-24,70.4,Yes
9146,1615,Workplace Harassment Prevention,Compliance,2021-07-03,77.2,Yes
9147,1615,Workplace Harassment Prevention,Compliance,2018-11-09,80.8,Yes
9148,1615,Change Management,Management,2024-02-24,94.1,Yes
9149,1615,Financial Modeling,Finance,2017-02-25,84.7,Yes
9150,1615,Business Writing,Soft Skills,2020-05-22,82.2,Yes
9151,1615,Manager Effectiveness,Leadership,2019-10-08,77.2,Yes
9152,1615,Customer Service Excellence,Customer Success,2018-12-07,83.0,Yes
9153,1615,Unconscious Bias Training,DEI,2023-02-13,81.9,Yes
9154,1615,Negotiation Skills,Soft Skills,2019-11-03,80.7,Yes
9155,1615,Diversity & Inclusion,DEI,2022-12-05,73.3,Yes
9156,1615,Effective Communication,Soft Skills,2018-12-14,81.4,Yes
9157,1615,Machine Learning Basics,Technical,2023-09-11,77.9,Yes
9158,1615,Supply Chain Management,Operations,2018-11-29,96.5,Yes
9159,1615,Cybersecurity Awareness,Security,2016-12-05,52.6,No
9160,1615,Strategic Thinking,Leadership,2017-12-01,59.1,No
9161,1615,Workplace Harassment Prevention,Compliance,2018-07-29,68.7,No
9162,1615,Advanced Excel,Technical,2017-10-15,86.8,Yes
9163,1615,Supply Chain Management,Operations,2016-05-30,67.0,No
9164,1615,Financial Modeling,Finance,2016-06-07,58.3,No
9165,1615,Presentation Skills,Soft Skills,2023-09-17,69.6,No
9166,1615,SQL for Analysts,Technical,2021-11-05,46.8,No
9167,1615,Presentation Skills,Soft Skills,2018-06-06,85.7,Yes
9168,1615,Change Management,Management,2019-12-15,79.0,Yes
9169,1615,Project Management Professional,Management,2021-05-15,81.1,Yes
9170,1615,Diversity & Inclusion,DEI,2024-05-28,95.9,Yes
9171,1615,Supply Chain Management,Operations,2018-11-08,100.0,Yes
9172,1615,Advanced Excel,Technical,2020-05-02,72.2,Yes
9173,1615,Data Privacy & GDPR,Compliance,2022-04-11,85.0,Yes
9174,1616,Data Privacy & GDPR,Compliance,2023-03-21,78.7,Yes
9175,1616,Customer Service Excellence,Customer Success,2024-07-20,60.0,No
9176,1616,Workplace Harassment Prevention,Compliance,2022-08-10,80.0,Yes
9177,1616,Financial Modeling,Finance,2023-02-18,77.0,Yes
9178,1616,Risk & Compliance Fundamentals,Compliance,2024-07-03,68.9,No
9179,1616,Effective Communication,Soft Skills,2022-01-31,83.9,Yes
9180,1616,Cybersecurity Awareness,Security,2021-11-14,66.4,No
9181,1616,Cloud Computing Essentials,Technical,2022-04-25,76.4,Yes
9182,1616,Machine Learning Basics,Technical,2020-08-04,65.7,No
9183,1616,Advanced Excel,Technical,2021-08-18,83.8,Yes
9184,1616,Effective Communication,Soft Skills,2022-07-04,77.7,Yes
9185,1616,Negotiation Skills,Soft Skills,2017-12-28,100.0,Yes
9186,1616,Agile & Scrum Fundamentals,Technical,2024-08-20,63.2,No
9187,1616,Leadership Fundamentals,Leadership,2021-10-23,60.6,No
9188,1616,Agile & Scrum Fundamentals,Technical,2019-06-21,80.8,Yes
9189,1616,Workplace Harassment Prevention,Compliance,2023-05-20,77.5,Yes
9190,1616,Supply Chain Management,Operations,2024-06-07,73.7,Yes
9191,1616,Customer Service Excellence,Customer Success,2022-08-31,85.5,Yes
9192,1616,Customer Service Excellence,Customer Success,2023-02-04,84.5,Yes
9193,1616,Business Writing,Soft Skills,2021-12-23,94.1,Yes
9194,1616,Data Privacy & GDPR,Compliance,2020-05-23,77.2,Yes
9195,1616,Data Privacy & GDPR,Compliance,2024-01-29,78.3,Yes
9196,1617,Advanced Excel,Technical,2023-11-04,83.0,Yes
9197,1617,Workplace Harassment Prevention,Compliance,2023-04-06,65.8,No
9198,1617,Python for Data Analysis,Technical,2023-10-28,89.9,Yes
9199,1617,Negotiation Skills,Soft Skills,2024-03-05,87.7,Yes
9200,1617,Diversity & Inclusion,DEI,2023-11-12,80.3,Yes
9201,1617,Advanced Excel,Technical,2023-12-30,86.4,Yes
9202,1617,Machine Learning Basics,Technical,2024-05-29,89.7,Yes
9203,1618,Customer Service Excellence,Customer Success,2020-06-08,70.4,Yes
9204,1618,Risk & Compliance Fundamentals,Compliance,2021-11-24,72.4,Yes
9205,1618,Risk & Compliance Fundamentals,Compliance,2020-01-20,73.4,Yes
9206,1618,Data Privacy & GDPR,Compliance,2020-09-10,79.9,Yes
9207,1618,Negotiation Skills,Soft Skills,2019-09-10,82.1,Yes
9208,1618,Strategic Thinking,Leadership,2020-06-29,89.7,Yes
9209,1618,SQL for Analysts,Technical,2019-11-04,68.8,No
9210,1618,Cybersecurity Awareness,Security,2021-01-04,77.9,Yes
9211,1619,Advanced Excel,Technical,2020-10-17,83.6,Yes
9212,1619,Machine Learning Basics,Technical,2020-07-26,99.5,Yes
9213,1619,Cybersecurity Awareness,Security,2024-10-24,48.1,No
9214,1619,Unconscious Bias Training,DEI,2019-09-28,66.6,No
9215,1619,Supply Chain Management,Operations,2021-08-14,97.3,Yes
9216,1619,Business Writing,Soft Skills,2021-10-25,90.7,Yes
9217,1619,Leadership Fundamentals,Leadership,2021-06-16,78.6,Yes
9218,1619,Diversity & Inclusion,DEI,2018-05-17,84.2,Yes
9219,1619,Advanced Excel,Technical,2022-03-21,68.4,No
9220,1619,Supply Chain Management,Operations,2022-11-22,95.5,Yes
9221,1619,Data Privacy & GDPR,Compliance,2023-08-08,97.1,Yes
9222,1619,Effective Communication,Soft Skills,2020-06-25,100.0,Yes
9223,1619,Python for Data Analysis,Technical,2023-06-13,79.4,Yes
9224,1619,Financial Modeling,Finance,2018-08-25,73.8,Yes
9225,1619,Manager Effectiveness,Leadership,2022-03-04,82.3,Yes
9226,1619,Manager Effectiveness,Leadership,2019-07-11,67.9,No
9227,1619,Cloud Computing Essentials,Technical,2019-11-12,100.0,Yes
9228,1619,Python for Data Analysis,Technical,2023-06-23,62.0,No
9229,1619,Supply Chain Management,Operations,2021-12-25,92.9,Yes
9230,1619,Agile & Scrum Fundamentals,Technical,2023-12-18,67.0,No
9231,1619,Agile & Scrum Fundamentals,Technical,2020-06-28,81.3,Yes
9232,1619,Presentation Skills,Soft Skills,2018-06-20,80.9,Yes
9233,1619,Project Management Professional,Management,2022-06-16,81.8,Yes
9234,1620,Risk & Compliance Fundamentals,Compliance,2021-03-19,69.8,No
9235,1620,Diversity & Inclusion,DEI,2022-08-02,70.3,Yes
9236,1620,Unconscious Bias Training,DEI,2017-01-05,60.9,No
9237,1620,Workplace Harassment Prevention,Compliance,2017-04-15,66.0,No
9238,1620,Negotiation Skills,Soft Skills,2016-03-18,100.0,Yes
9239,1620,Business Writing,Soft Skills,2016-09-12,100.0,Yes
9240,1620,SQL for Analysts,Technical,2016-12-31,53.2,No
9241,1620,Negotiation Skills,Soft Skills,2016-09-09,64.9,No
9242,1620,Customer Service Excellence,Customer Success,2018-05-14,86.3,Yes
9243,1620,Negotiation Skills,Soft Skills,2019-10-05,67.7,No
9244,1620,SQL for Analysts,Technical,2023-05-29,69.5,No
9245,1620,Supply Chain Management,Operations,2016-03-10,79.1,Yes
9246,1620,Strategic Thinking,Leadership,2019-03-18,83.5,Yes
9247,1620,Workplace Harassment Prevention,Compliance,2023-05-26,77.5,Yes
9248,1620,Agile & Scrum Fundamentals,Technical,2022-06-23,69.8,No
9249,1620,Leadership Fundamentals,Leadership,2022-04-23,92.1,Yes
9250,1620,Strategic Thinking,Leadership,2019-02-21,76.7,Yes
9251,1620,Manager Effectiveness,Leadership,2020-05-24,49.2,No
9252,1620,Project Management Professional,Management,2023-01-06,89.1,Yes
9253,1620,Manager Effectiveness,Leadership,2022-01-26,82.3,Yes
9254,1620,Effective Communication,Soft Skills,2016-06-22,81.1,Yes
9255,1620,Presentation Skills,Soft Skills,2016-11-25,67.8,No
9256,1620,Manager Effectiveness,Leadership,2022-08-23,95.2,Yes
9257,1620,Cloud Computing Essentials,Technical,2016-08-04,73.8,Yes
9258,1620,Risk & Compliance Fundamentals,Compliance,2017-11-06,89.2,Yes
9259,1621,Manager Effectiveness,Leadership,2023-11-08,94.5,Yes
9260,1621,Python for Data Analysis,Technical,2023-12-30,75.4,Yes
9261,1621,Presentation Skills,Soft Skills,2021-09-16,75.5,Yes
9262,1621,Data Privacy & GDPR,Compliance,2022-08-01,89.0,Yes
9263,1621,Machine Learning Basics,Technical,2021-05-30,63.7,No
9264,1621,Presentation Skills,Soft Skills,2023-08-30,56.5,No
9265,1621,Project Management Professional,Management,2022-10-28,78.0,Yes
9266,1621,Cybersecurity Awareness,Security,2024-11-18,78.2,Yes
9267,1621,Customer Service Excellence,Customer Success,2024-11-21,78.8,Yes
9268,1621,Change Management,Management,2022-08-23,83.3,Yes
9269,1621,Customer Service Excellence,Customer Success,2021-07-28,83.3,Yes
9270,1621,Agile & Scrum Fundamentals,Technical,2022-11-06,89.9,Yes
9271,1622,Project Management Professional,Management,2021-09-02,100.0,Yes
9272,1622,Supply Chain Management,Operations,2021-12-18,67.1,No
9273,1622,Financial Modeling,Finance,2021-08-28,67.0,No
9274,1622,Diversity & Inclusion,DEI,2024-10-13,67.3,No
9275,1622,Leadership Fundamentals,Leadership,2023-10-30,70.6,Yes
9276,1622,Leadership Fundamentals,Leadership,2023-12-10,51.8,No
9277,1622,Negotiation Skills,Soft Skills,2024-06-18,87.6,Yes
9278,1622,Change Management,Management,2022-12-10,62.6,No
9279,1622,Unconscious Bias Training,DEI,2023-08-19,72.0,Yes
9280,1622,Unconscious Bias Training,DEI,2021-10-23,61.8,No
9281,1622,Negotiation Skills,Soft Skills,2021-09-05,65.4,No
9282,1622,Project Management Professional,Management,2024-06-23,66.0,No
9283,1622,Leadership Fundamentals,Leadership,2022-01-23,83.6,Yes
9284,1623,Unconscious Bias Training,DEI,2019-05-05,85.6,Yes
9285,1623,Change Management,Management,2020-05-09,66.2,No
9286,1623,SQL for Analysts,Technical,2022-02-14,67.1,No
9287,1623,Cloud Computing Essentials,Technical,2018-01-22,79.1,Yes
9288,1623,SQL for Analysts,Technical,2023-12-31,73.9,Yes
9289,1623,Diversity & Inclusion,DEI,2023-10-25,59.6,No
9290,1623,Python for Data Analysis,Technical,2019-06-20,66.3,No
9291,1623,Project Management Professional,Management,2021-04-11,79.6,Yes
9292,1623,Python for Data Analysis,Technical,2024-09-29,66.2,No
9293,1623,Data Privacy & GDPR,Compliance,2019-12-04,81.8,Yes
9294,1623,Financial Modeling,Finance,2018-05-03,66.6,No
9295,1623,Manager Effectiveness,Leadership,2021-01-10,87.3,Yes
9296,1623,Effective Communication,Soft Skills,2018-10-19,96.1,Yes
9297,1623,Workplace Harassment Prevention,Compliance,2016-05-20,100.0,Yes
9298,1623,Cybersecurity Awareness,Security,2017-09-13,82.5,Yes
9299,1623,Business Writing,Soft Skills,2017-04-11,87.4,Yes
9300,1623,Presentation Skills,Soft Skills,2018-04-02,77.4,Yes
9301,1623,Effective Communication,Soft Skills,2016-10-04,65.9,No
9302,1623,Business Writing,Soft Skills,2020-09-27,91.1,Yes
9303,1623,Manager Effectiveness,Leadership,2023-03-07,69.7,No
9304,1623,Negotiation Skills,Soft Skills,2023-06-19,75.1,Yes
9305,1623,Advanced Excel,Technical,2016-08-22,79.7,Yes
9306,1623,Workplace Harassment Prevention,Compliance,2019-10-02,98.2,Yes
9307,1623,Effective Communication,Soft Skills,2023-01-02,87.4,Yes
9308,1623,Negotiation Skills,Soft Skills,2021-06-10,72.7,Yes
9309,1623,Customer Service Excellence,Customer Success,2018-11-15,55.8,No
9310,1623,Agile & Scrum Fundamentals,Technical,2022-08-30,87.0,Yes
9311,1623,Customer Service Excellence,Customer Success,2022-01-20,57.4,No
9312,1623,Machine Learning Basics,Technical,2017-04-08,68.4,No
9313,1624,Negotiation Skills,Soft Skills,2022-03-04,78.1,Yes
9314,1624,Negotiation Skills,Soft Skills,2021-03-06,42.2,No
9315,1624,Project Management Professional,Management,2023-04-11,64.1,No
9316,1624,Presentation Skills,Soft Skills,2024-07-05,72.2,Yes
9317,1624,Machine Learning Basics,Technical,2024-01-18,88.2,Yes
9318,1624,Leadership Fundamentals,Leadership,2024-05-27,72.0,Yes
9319,1624,Power BI Fundamentals,Technical,2020-06-23,85.6,Yes
9320,1624,Manager Effectiveness,Leadership,2020-02-19,85.5,Yes
9321,1624,Workplace Harassment Prevention,Compliance,2024-12-05,90.1,Yes
9322,1624,Financial Modeling,Finance,2022-02-26,65.9,No
9323,1624,Customer Service Excellence,Customer Success,2021-12-23,76.6,Yes
9324,1624,Supply Chain Management,Operations,2023-01-26,88.5,Yes
9325,1624,Diversity & Inclusion,DEI,2023-05-02,82.1,Yes
9326,1624,Customer Service Excellence,Customer Success,2022-12-06,65.5,No
9327,1624,Customer Service Excellence,Customer Success,2023-04-13,46.7,No
9328,1625,Financial Modeling,Finance,2024-10-27,57.7,No
9329,1625,Risk & Compliance Fundamentals,Compliance,2024-01-06,85.3,Yes
9330,1625,Project Management Professional,Management,2021-03-10,92.9,Yes
9331,1625,Strategic Thinking,Leadership,2020-05-14,75.6,Yes
9332,1625,Agile & Scrum Fundamentals,Technical,2024-09-05,68.1,No
9333,1625,Effective Communication,Soft Skills,2020-02-22,76.6,Yes
9334,1625,Diversity & Inclusion,DEI,2018-05-17,81.1,Yes
9335,1625,Business Writing,Soft Skills,2022-12-09,73.3,Yes
9336,1625,Cybersecurity Awareness,Security,2022-09-20,80.4,Yes
9337,1625,Customer Service Excellence,Customer Success,2023-03-08,82.5,Yes
9338,1625,Business Writing,Soft Skills,2020-06-23,65.9,No
9339,1625,Negotiation Skills,Soft Skills,2021-01-13,82.5,Yes
9340,1625,Leadership Fundamentals,Leadership,2023-09-23,63.6,No
9341,1625,Leadership Fundamentals,Leadership,2018-04-02,98.2,Yes
9342,1625,Power BI Fundamentals,Technical,2021-08-26,66.7,No
9343,1625,Strategic Thinking,Leadership,2019-12-23,85.0,Yes
9344,1625,Machine Learning Basics,Technical,2024-02-14,84.3,Yes
9345,1625,Advanced Excel,Technical,2024-11-10,76.0,Yes
9346,1625,Workplace Harassment Prevention,Compliance,2023-07-01,93.2,Yes
9347,1625,Change Management,Management,2024-11-18,79.0,Yes
9348,1625,Customer Service Excellence,Customer Success,2024-09-01,72.0,Yes
9349,1626,Python for Data Analysis,Technical,2023-08-11,78.4,Yes
9350,1626,Project Management Professional,Management,2023-11-20,98.6,Yes
9351,1626,Workplace Harassment Prevention,Compliance,2023-01-14,84.0,Yes
9352,1626,Machine Learning Basics,Technical,2024-02-14,75.6,Yes
9353,1626,Advanced Excel,Technical,2023-02-11,69.2,No
9354,1626,Leadership Fundamentals,Leadership,2023-07-15,82.4,Yes
9355,1627,Cybersecurity Awareness,Security,2024-06-23,90.8,Yes
9356,1627,Project Management Professional,Management,2024-06-11,77.7,Yes
9357,1628,Strategic Thinking,Leadership,2022-10-09,96.8,Yes
9358,1628,Advanced Excel,Technical,2023-08-04,67.7,No
9359,1628,Business Writing,Soft Skills,2022-06-03,53.9,No
9360,1628,Negotiation Skills,Soft Skills,2021-11-11,70.2,Yes
9361,1628,Leadership Fundamentals,Leadership,2024-03-21,100.0,Yes
9362,1628,Cloud Computing Essentials,Technical,2024-01-23,81.7,Yes
9363,1628,SQL for Analysts,Technical,2021-05-13,81.2,Yes
9364,1628,Cybersecurity Awareness,Security,2022-02-06,71.1,Yes
9365,1628,Unconscious Bias Training,DEI,2023-03-08,76.3,Yes
9366,1628,Machine Learning Basics,Technical,2023-01-12,86.9,Yes
9367,1628,Workplace Harassment Prevention,Compliance,2021-11-15,91.7,Yes
9368,1628,Data Privacy & GDPR,Compliance,2024-09-12,85.1,Yes
9369,1628,Manager Effectiveness,Leadership,2022-02-28,89.0,Yes
9370,1629,Effective Communication,Soft Skills,2024-12-20,69.1,No
9371,1629,Risk & Compliance Fundamentals,Compliance,2024-12-13,84.2,Yes
9372,1629,Effective Communication,Soft Skills,2023-11-18,86.6,Yes
9373,1629,Workplace Harassment Prevention,Compliance,2024-12-02,85.4,Yes
9374,1629,SQL for Analysts,Technical,2023-09-29,79.2,Yes
9375,1629,Change Management,Management,2024-01-01,93.6,Yes
9376,1629,Manager Effectiveness,Leadership,2024-07-20,81.4,Yes
9377,1630,Strategic Thinking,Leadership,2018-08-14,82.3,Yes
9378,1630,Change Management,Management,2024-12-27,92.2,Yes
9379,1630,Advanced Excel,Technical,2021-06-17,84.2,Yes
9380,1630,Project Management Professional,Management,2019-07-13,88.7,Yes
9381,1630,Presentation Skills,Soft Skills,2018-09-24,81.7,Yes
9382,1630,Business Writing,Soft Skills,2024-07-20,66.5,No
9383,1630,Cloud Computing Essentials,Technical,2022-11-08,88.9,Yes
9384,1630,Data Privacy & GDPR,Compliance,2022-07-23,59.1,No
9385,1630,Agile & Scrum Fundamentals,Technical,2018-09-15,70.7,Yes
9386,1630,Financial Modeling,Finance,2019-11-24,54.2,No
9387,1630,Unconscious Bias Training,DEI,2021-04-08,50.5,No
9388,1630,Cybersecurity Awareness,Security,2020-05-30,97.4,Yes
9389,1630,Financial Modeling,Finance,2023-01-16,77.6,Yes
9390,1630,Cybersecurity Awareness,Security,2019-01-01,64.1,No
9391,1630,Cloud Computing Essentials,Technical,2023-09-13,73.6,Yes
9392,1630,Data Privacy & GDPR,Compliance,2020-05-26,69.8,No
9393,1630,Financial Modeling,Finance,2019-02-17,79.7,Yes
9394,1630,Diversity & Inclusion,DEI,2022-07-09,82.5,Yes
9395,1630,Manager Effectiveness,Leadership,2020-05-21,81.6,Yes
9396,1630,Customer Service Excellence,Customer Success,2021-09-12,98.2,Yes
9397,1630,Agile & Scrum Fundamentals,Technical,2017-02-13,98.6,Yes
9398,1630,Workplace Harassment Prevention,Compliance,2022-06-29,74.7,Yes
9399,1630,Agile & Scrum Fundamentals,Technical,2023-04-17,71.2,Yes
9400,1630,Machine Learning Basics,Technical,2018-12-23,71.0,Yes
9401,1630,Effective Communication,Soft Skills,2024-10-09,74.5,Yes
9402,1630,Financial Modeling,Finance,2024-04-22,70.1,Yes
9403,1630,Data Privacy & GDPR,Compliance,2022-02-06,64.2,No
9404,1631,Cybersecurity Awareness,Security,2019-03-17,69.1,No
9405,1631,Negotiation Skills,Soft Skills,2019-08-10,82.8,Yes
9406,1631,Cloud Computing Essentials,Technical,2019-12-20,76.5,Yes
9407,1631,Unconscious Bias Training,DEI,2022-11-24,89.4,Yes
9408,1631,Unconscious Bias Training,DEI,2023-05-20,100.0,Yes
9409,1631,Business Writing,Soft Skills,2020-03-29,85.2,Yes
9410,1631,Manager Effectiveness,Leadership,2024-11-08,65.3,No
9411,1631,Manager Effectiveness,Leadership,2020-01-07,76.7,Yes
9412,1631,Customer Service Excellence,Customer Success,2020-07-29,84.3,Yes
9413,1631,Project Management Professional,Management,2020-03-11,77.9,Yes
9414,1631,Negotiation Skills,Soft Skills,2023-05-25,48.3,No
9415,1631,Change Management,Management,2021-06-03,83.9,Yes
9416,1631,Project Management Professional,Management,2020-06-09,69.7,No
9417,1631,Project Management Professional,Management,2024-10-18,57.0,No
9418,1631,Financial Modeling,Finance,2022-06-24,74.9,Yes
9419,1631,Workplace Harassment Prevention,Compliance,2022-04-25,98.9,Yes
9420,1631,Project Management Professional,Management,2023-04-10,72.2,Yes
9421,1632,Project Management Professional,Management,2020-07-13,72.8,Yes
9422,1632,Presentation Skills,Soft Skills,2022-12-17,69.1,No
9423,1632,Presentation Skills,Soft Skills,2022-10-31,100.0,Yes
9424,1632,Customer Service Excellence,Customer Success,2016-03-17,91.1,Yes
9425,1632,Agile & Scrum Fundamentals,Technical,2016-08-14,83.9,Yes
9426,1632,Power BI Fundamentals,Technical,2021-01-16,90.1,Yes
9427,1632,Machine Learning Basics,Technical,2015-12-26,87.0,Yes
9428,1632,Presentation Skills,Soft Skills,2023-11-20,85.0,Yes
9429,1632,Strategic Thinking,Leadership,2021-07-04,73.6,Yes
9430,1632,Data Privacy & GDPR,Compliance,2021-01-17,99.5,Yes
9431,1632,Financial Modeling,Finance,2016-07-01,65.9,No
9432,1632,Change Management,Management,2015-08-19,81.5,Yes
9433,1632,Effective Communication,Soft Skills,2019-11-23,73.0,Yes
9434,1632,Diversity & Inclusion,DEI,2017-04-02,84.3,Yes
9435,1632,Negotiation Skills,Soft Skills,2017-08-27,40.0,No
9436,1632,Manager Effectiveness,Leadership,2019-02-18,83.4,Yes
9437,1632,Supply Chain Management,Operations,2022-09-03,56.7,No
9438,1632,Cloud Computing Essentials,Technical,2022-09-10,71.6,Yes
9439,1632,Manager Effectiveness,Leadership,2021-12-13,84.4,Yes
9440,1632,Leadership Fundamentals,Leadership,2016-04-09,75.3,Yes
9441,1632,Unconscious Bias Training,DEI,2020-07-26,77.6,Yes
9442,1632,Strategic Thinking,Leadership,2022-03-03,91.8,Yes
9443,1632,Strategic Thinking,Leadership,2020-10-02,70.0,Yes
9444,1632,Cloud Computing Essentials,Technical,2023-04-20,81.4,Yes
9445,1632,Leadership Fundamentals,Leadership,2021-09-02,73.9,Yes
9446,1632,Effective Communication,Soft Skills,2023-01-17,71.7,Yes
9447,1632,Power BI Fundamentals,Technical,2016-12-12,79.4,Yes
9448,1632,Change Management,Management,2022-04-19,71.8,Yes
9449,1633,Diversity & Inclusion,DEI,2019-02-08,63.3,No
9450,1633,Effective Communication,Soft Skills,2018-06-02,100.0,Yes
9451,1633,Agile & Scrum Fundamentals,Technical,2020-05-17,67.9,No
9452,1633,Cloud Computing Essentials,Technical,2018-06-29,72.9,Yes
9453,1633,Change Management,Management,2019-05-12,67.9,No
9454,1633,Negotiation Skills,Soft Skills,2018-05-28,81.9,Yes
9455,1634,Financial Modeling,Finance,2017-01-11,79.4,Yes
9456,1634,Financial Modeling,Finance,2020-06-04,73.2,Yes
9457,1634,Python for Data Analysis,Technical,2018-03-18,84.8,Yes
9458,1634,Customer Service Excellence,Customer Success,2022-06-22,70.4,Yes
9459,1634,Agile & Scrum Fundamentals,Technical,2022-04-29,63.5,No
9460,1634,Supply Chain Management,Operations,2020-09-24,72.5,Yes
9461,1634,Machine Learning Basics,Technical,2020-04-28,64.1,No
9462,1634,Cybersecurity Awareness,Security,2024-06-19,96.4,Yes
9463,1634,Financial Modeling,Finance,2023-01-06,91.7,Yes
9464,1634,Customer Service Excellence,Customer Success,2018-07-27,65.7,No
